main.py --seed 7 --gamma 1

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.001, eps_frames=1500, eps_start=1.0, frames=7500, games=500, gamma=1.0, log_interval=1, lr=10, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.999 | L 1.000 | R 1.000 | Avg L 1.000 | Avg R 1.000
U 907 | F 907 | G 302 | D 0 | EPS 0.396 | L 6669353527929652918668228734604889323426241744855663622349649389691968589333195461018166600538893727643467776.000 | R 138.000 | Avg L 22083952079237261185190427840778700655818966810159272852053912305871667472219822761359405977722382794620928.000 | Avg R 0.457
U 908 | F 908 | G 302 | D 0 | EPS 0.395 | L 6669353527929652918668228734604889323426241744855663622349649389691968589333195461018166600538893727643467776.000 | R 138.000 | Avg L 22083952079237261185190427840778700655818966810159272852053912305871667472219822761359405977722382794620928.000 | Avg R 0.457
U 909 | F 909 | G 303 | D 0 | EPS 0.395 | L 6669353527929652918668228734604889323426241744855663622349649389691968589333195461018166600538893727643467776.000 | R 138.000 | Avg L 22011067748942747145098359521351599739582413800655397448399109733388352880080520561618039810378470982156288.000 | Avg R 0.455
U 910 | F 910 | G 303 | D 0 | EPS 0.394 | L 6669353527929652918668228734604889323426241744855663622349649389691968589333195461018166600538893727643467776.000 | R 138.000 | Avg L 22011067748942747145098359521351599739582413800655397448399109733388352880080520561618039810378470982156288.000 | Avg R 0.455
U 911 | F 911 | G 303 | D 0 | EPS 0.393 | L 6669353527929652918668228734604889323426241744855663622349649389691968589333195461018166600538893727643467776.000 | R 138.000 | Avg L 22011067748942747145098359521351599739582413800655397448399109733388352880080520561618039810378470982156288.000 | Avg R 0.455
U 912 | F 912 | G 304 | D 0 | EPS 0.393 | L 15004600400650826631212814057988244519023566590325146622942083679000601810687497531672822132724504687670198272.000 | R 139.000 | Avg L 49357238160035610487665770311616343255195309620801079488783770138293557516393379809965778466763523426877440.000 | Avg R 0.457
U 913 | F 913 | G 304 | D 0 | EPS 0.392 | L 15004600400650826631212814057988244519023566590325146622942083679000601810687497531672822132724504687670198272.000 | R 139.000 | Avg L 49357238160035610487665770311616343255195309620801079488783770138293557516393379809965778466763523426877440.000 | Avg R 0.457
U 914 | F 914 | G 304 | D 0 | EPS 0.391 | L 15004600400650826631212814057988244519023566590325146622942083679000601810687497531672822132724504687670198272.000 | R 139.000 | Avg L 49357238160035610487665770311616343255195309620801079488783770138293557516393379809965778466763523426877440.000 | Avg R 0.457
U 915 | F 915 | G 305 | D 0 | EPS 0.391 | L -60012621453839753469087171984571970952459436468526095716018905836126862392763782215310685318200291006961680384.000 | R 140.000 | Avg L -196762693291277892088075626080718885787603210110103966371891058973211945975571213995711061304545184225165312.000 | Avg R 0.459
U 916 | F 916 | G 305 | D 0 | EPS 0.390 | L -60012621453839753469087171984571970952459436468526095716018905836126862392763782215310685318200291006961680384.000 | R 140.000 | Avg L -196762693291277892088075626080718885787603210110103966371891058973211945975571213995711061304545184225165312.000 | Avg R 0.459
U 917 | F 917 | G 305 | D 0 | EPS 0.389 | L -60012621453839753469087171984571970952459436468526095716018905836126862392763782215310685318200291006961680384.000 | R 140.000 | Avg L -196762693291277892088075626080718885787603210110103966371891058973211945975571213995711061304545184225165312.000 | Avg R 0.459
U 918 | F 918 | G 306 | D 0 | EPS 0.389 | L 615142375236575511238034337495258767407543674616403060585406337192313449117861958424156351850915400012502401024.000 | R 141.000 | Avg L 2010269200119527754856836567118507955693693811988152737138070359299100141889031151009476816900060498723078144.000 | Avg R 0.461
U 919 | F 919 | G 306 | D 0 | EPS 0.388 | L 615142375236575511238034337495258767407543674616403060585406337192313449117861958424156351850915400012502401024.000 | R 141.000 | Avg L 2010269200119527754856836567118507955693693811988152737138070359299100141889031151009476816900060498723078144.000 | Avg R 0.461
U 920 | F 920 | G 306 | D 0 | EPS 0.387 | L 615142375236575511238034337495258767407543674616403060585406337192313449117861958424156351850915400012502401024.000 | R 141.000 | Avg L 2010269200119527754856836567118507955693693811988152737138070359299100141889031151009476816900060498723078144.000 | Avg R 0.461
U 921 | F 921 | G 307 | D 0 | EPS 0.387 | L 615142375236575511238034337495258767407543674616403060585406337192313449117861958424156351850915400012502401024.000 | R 142.000 | Avg L 2003721091975816090093681691576575384445921561250967959529294350551973999978154748587896567260550894733754368.000 | Avg R 0.463
U 922 | F 922 | G 307 | D 0 | EPS 0.386 | L 615142375236575511238034337495258767407543674616403060585406337192313449117861958424156351850915400012502401024.000 | R 142.000 | Avg L 2003721091975816090093681691576575384445921561250967959529294350551973999978154748587896567260550894733754368.000 | Avg R 0.463
U 923 | F 923 | G 307 | D 0 | EPS 0.385 | L 615142375236575511238034337495258767407543674616403060585406337192313449117861958424156351850915400012502401024.000 | R 142.000 | Avg L 2003721091975816090093681691576575384445921561250967959529294350551973999978154748587896567260550894733754368.000 | Avg R 0.463
U 924 | F 924 | G 308 | D 0 | EPS 0.385 | L 540113593084557781221784547861147738572134928216734861444170152525141761534874039937796167863802619062655123456.000 | R 142.000 | Avg L 1753615561962849823899552830618227106529325923332077382663014141521180228769289277846514615531289733188550656.000 | Avg R 0.461
U 925 | F 925 | G 308 | D 0 | EPS 0.384 | L 540113593084557781221784547861147738572134928216734861444170152525141761534874039937796167863802619062655123456.000 | R 142.000 | Avg L 1753615561962849823899552830618227106529325923332077382663014141521180228769289277846514615531289733188550656.000 | Avg R 0.461
U 926 | F 926 | G 308 | D 0 | EPS 0.383 | L 540113593084557781221784547861147738572134928216734861444170152525141761534874039937796167863802619062655123456.000 | R 142.000 | Avg L 1753615561962849823899552830618227106529325923332077382663014141521180228769289277846514615531289733188550656.000 | Avg R 0.461
U 927 | F 927 | G 309 | D 0 | EPS 0.383 | L 1215372632452717084369653164454386698713100374619734328377230519948090706401564328537572101167748894741019754496.000 | R 142.000 | Avg L 3933244765219148996905340839533881752465120371623513087046208005751837839997243205780695852160330641392533504.000 | Avg R 0.460
U 928 | F 928 | G 309 | D 0 | EPS 0.382 | L 1215372632452717084369653164454386698713100374619734328377230519948090706401564328537572101167748894741019754496.000 | R 142.000 | Avg L 3933244765219148996905340839533881752465120371623513087046208005751837839997243205780695852160330641392533504.000 | Avg R 0.460
U 929 | F 929 | G 309 | D 0 | EPS 0.381 | L 1215372632452717084369653164454386698713100374619734328377230519948090706401564328537572101167748894741019754496.000 | R 142.000 | Avg L 3933244765219148996905340839533881752465120371623513087046208005751837839997243205780695852160330641392533504.000 | Avg R 0.460
U 930 | F 930 | G 310 | D 0 | EPS 0.381 | L -4861022337761019964246466058221889572304786036152110171663015049080876792968816114995799080129206383346330894336.000 | R 142.000 | Avg L -15680717218583935947212910574651846043384474645921253375804927964122215383838350474000109233831258311874314240.000 | Avg R 0.458
U 931 | F 931 | G 310 | D 0 | EPS 0.380 | L -4861022337761019964246466058221889572304786036152110171663015049080876792968816114995799080129206383346330894336.000 | R 142.000 | Avg L -15680717218583935947212910574651846043384474645921253375804927964122215383838350474000109233831258311874314240.000 | Avg R 0.458
U 932 | F 932 | G 310 | D 0 | EPS 0.379 | L -4861022337761019964246466058221889572304786036152110171663015049080876792968816114995799080129206383346330894336.000 | R 142.000 | Avg L -15680717218583935947212910574651846043384474645921253375804927964122215383838350474000109233831258311874314240.000 | Avg R 0.458
U 933 | F 933 | G 311 | D 0 | EPS 0.379 | L -10938353692074454293323637460317000887173329913965637606071205268696008844374480912393080355669877558409699524608.000 | R 142.000 | Avg L -35171555279982166629918404093520555815384420963066578980373581134888675167705188299050618775689529474672492544.000 | Avg R 0.457
U 934 | F 934 | G 311 | D 0 | EPS 0.378 | L -10938353692074454293323637460317000887173329913965637606071205268696008844374480912393080355669877558409699524608.000 | R 142.000 | Avg L -35171555279982166629918404093520555815384420963066578980373581134888675167705188299050618775689529474672492544.000 | Avg R 0.457
U 935 | F 935 | G 311 | D 0 | EPS 0.377 | L -10938353692074454293323637460317000887173329913965637606071205268696008844374480912393080355669877558409699524608.000 | R 142.000 | Avg L -35171555279982166629918404093520555815384420963066578980373581134888675167705188299050618775689529474672492544.000 | Avg R 0.457
U 936 | F 936 | G 312 | D 0 | EPS 0.377 | L -10938353692074454293323637460317000887173329913965637606071205268696008844374480912393080355669877558409699524608.000 | R 142.000 | Avg L -35058825936136069741432302820799616309031741575569259472420111152348770376968201784737656764454295040606339072.000 | Avg R 0.455
U 937 | F 937 | G 312 | D 0 | EPS 0.376 | L -10938353692074454293323637460317000887173329913965637606071205268696008844374480912393080355669877558409699524608.000 | R 142.000 | Avg L -35058825936136069741432302820799616309031741575569259472420111152348770376968201784737656764454295040606339072.000 | Avg R 0.455
U 938 | F 938 | G 312 | D 0 | EPS 0.375 | L -10938353692074454293323637460317000887173329913965637606071205268696008844374480912393080355669877558409699524608.000 | R 142.000 | Avg L -35058825936136069741432302820799616309031741575569259472420111152348770376968201784737656764454295040606339072.000 | Avg R 0.455
U 939 | F 939 | G 313 | D 0 | EPS 0.375 | L 43757628496746454668370905158539000946643564986356109303602506707840179618276502264182451124196163017160618147840.000 | R 143.000 | Avg L 139800730021554168109612488831126744059138158939320228810228816182447700711318576935620371569368690498394390528.000 | Avg R 0.457
U 940 | F 940 | G 313 | D 0 | EPS 0.374 | L 43757628496746454668370905158539000946643564986356109303602506707840179618276502264182451124196163017160618147840.000 | R 143.000 | Avg L 139800730021554168109612488831126744059138158939320228810228816182447700711318576935620371569368690498394390528.000 | Avg R 0.457
U 941 | F 941 | G 313 | D 0 | EPS 0.373 | L 43757628496746454668370905158539000946643564986356109303602506707840179618276502264182451124196163017160618147840.000 | R 143.000 | Avg L 139800730021554168109612488831126744059138158939320228810228816182447700711318576935620371569368690498394390528.000 | Avg R 0.457
U 942 | F 942 | G 314 | D 0 | EPS 0.373 | L 98445183228670097183860880826493337564646793903899196865458936844875159387536759500416626323591098117535643467776.000 | R 143.000 | Avg L 313519691811051289150683746161578044894623000423339506807623559682963860904052507538453501328417380809993879552.000 | Avg R 0.455
U 943 | F 943 | G 314 | D 0 | EPS 0.372 | L 98445183228670097183860880826493337564646793903899196865458936844875159387536759500416626323591098117535643467776.000 | R 143.000 | Avg L 313519691811051289150683746161578044894623000423339506807623559682963860904052507538453501328417380809993879552.000 | Avg R 0.455
U 944 | F 944 | G 314 | D 0 | EPS 0.371 | L 98445183228670097183860880826493337564646793903899196865458936844875159387536759500416626323591098117535643467776.000 | R 143.000 | Avg L 313519691811051289150683746161578044894623000423339506807623559682963860904052507538453501328417380809993879552.000 | Avg R 0.455
U 945 | F 945 | G 315 | D 0 | EPS 0.371 | L -393742809358642625647911894399613384936774493606529382315522308402162100018640536603538628613027917142901150187520.000 | R 143.000 | Avg L -1249977172567119404120612444107699587199647079513741796979742995787562818570255516554493150742934855553613037568.000 | Avg R 0.454
U 946 | F 946 | G 315 | D 0 | EPS 0.370 | L -393742809358642625647911894399613384936774493606529382315522308402162100018640536603538628613027917142901150187520.000 | R 143.000 | Avg L -1249977172567119404120612444107699587199647079513741796979742995787562818570255516554493150742934855553613037568.000 | Avg R 0.454
U 947 | F 947 | G 315 | D 0 | EPS 0.369 | L -393742809358642625647911894399613384936774493606529382315522308402162100018640536603538628613027917142901150187520.000 | R 143.000 | Avg L -1249977172567119404120612444107699587199647079513741796979742995787562818570255516554493150742934855553613037568.000 | Avg R 0.454
U 948 | F 948 | G 316 | D 0 | EPS 0.369 | L 4035949123927171811486457933166224480935322496561660163026764183408284596331623678021027440836045619466243210739712.000 | R 144.000 | Avg L 12771990898503709183483211450664543312209729543103632117071453240231206674459754246338323250010001337307237449728.000 | Avg R 0.456
U 949 | F 949 | G 316 | D 0 | EPS 0.368 | L 4035949123927171811486457933166224480935322496561660163026764183408284596331623678021027440836045619466243210739712.000 | R 144.000 | Avg L 12771990898503709183483211450664543312209729543103632117071453240231206674459754246338323250010001337307237449728.000 | Avg R 0.456
U 950 | F 950 | G 316 | D 0 | EPS 0.367 | L 4035949123927171811486457933166224480935322496561660163026764183408284596331623678021027440836045619466243210739712.000 | R 144.000 | Avg L 12771990898503709183483211450664543312209729543103632117071453240231206674459754246338323250010001337307237449728.000 | Avg R 0.456
U 951 | F 951 | G 317 | D 0 | EPS 0.367 | L 3543685284227783357424866451720029917868192052756093771693521913967904346946439028187722757595260851346963223805952.000 | R 144.000 | Avg L 11178817931317928289316753763538821631789528055630615010662245977881665644071582017837521371635197950733613793280.000 | Avg R 0.454
U 952 | F 952 | G 317 | D 0 | EPS 0.366 | L 3543685284227783357424866451720029917868192052756093771693521913967904346946439028187722757595260851346963223805952.000 | R 144.000 | Avg L 11178817931317928289316753763538821631789528055630615010662245977881665644071582017837521371635197950733613793280.000 | Avg R 0.454
U 953 | F 953 | G 317 | D 0 | EPS 0.365 | L 3543685284227783357424866451720029917868192052756093771693521913967904346946439028187722757595260851346963223805952.000 | R 144.000 | Avg L 11178817931317928289316753763538821631789528055630615010662245977881665644071582017837521371635197950733613793280.000 | Avg R 0.454
U 954 | F 954 | G 318 | D 0 | EPS 0.365 | L 7974059841522277256728465001723856612970138929384825940523271445718890165642494466734465707386400540907306083155968.000 | R 145.000 | Avg L 25075659879000873407967010036765268550424804830322981352012272147911074570968493868555230142680647629379439951872.000 | Avg R 0.456
U 955 | F 955 | G 318 | D 0 | EPS 0.364 | L 7974059841522277256728465001723856612970138929384825940523271445718890165642494466734465707386400540907306083155968.000 | R 145.000 | Avg L 25075659879000873407967010036765268550424804830322981352012272147911074570968493868555230142680647629379439951872.000 | Avg R 0.456
U 956 | F 956 | G 318 | D 0 | EPS 0.363 | L 7974059841522277256728465001723856612970138929384825940523271445718890165642494466734465707386400540907306083155968.000 | R 145.000 | Avg L 25075659879000873407967010036765268550424804830322981352012272147911074570968493868555230142680647629379439951872.000 | Avg R 0.456
U 957 | F 957 | G 319 | D 0 | EPS 0.363 | L -31899311174128168930629284339816545829198496519084446255529189786646200415507307685162720440421818276892368162521088.000 | R 145.000 | Avg L -99997840671248173591318878336658325534867380650942027663825384047031297473545508434441254144562689216852566999040.000 | Avg R 0.455
U 958 | F 958 | G 319 | D 0 | EPS 0.362 | L -31899311174128168930629284339816545829198496519084446255529189786646200415507307685162720440421818276892368162521088.000 | R 145.000 | Avg L -99997840671248173591318878336658325534867380650942027663825384047031297473545508434441254144562689216852566999040.000 | Avg R 0.455
U 959 | F 959 | G 319 | D 0 | EPS 0.361 | L -31899311174128168930629284339816545829198496519084446255529189786646200415507307685162720440421818276892368162521088.000 | R 145.000 | Avg L -99997840671248173591318878336658325534867380650942027663825384047031297473545508434441254144562689216852566999040.000 | Avg R 0.455
U 960 | F 960 | G 320 | D 0 | EPS 0.361 | L 326961027966725804104201326465314550886525793723522379122139058886997104512314086687828470502021648224797748099022848.000 | R 146.000 | Avg L 1021753212396018192506897264779406080832948783326541568585920331352176862245246681148288950303215731290322388385792.000 | Avg R 0.456
U 961 | F 961 | G 320 | D 0 | EPS 0.360 | L 326961027966725804104201326465314550886525793723522379122139058886997104512314086687828470502021648224797748099022848.000 | R 146.000 | Avg L 1021753212396018192506897264779406080832948783326541568585920331352176862245246681148288950303215731290322388385792.000 | Avg R 0.456
U 962 | F 962 | G 320 | D 0 | EPS 0.359 | L 326961027966725804104201326465314550886525793723522379122139058886997104512314086687828470502021648224797748099022848.000 | R 146.000 | Avg L 1021753212396018192506897264779406080832948783326541568585920331352176862245246681148288950303215731290322388385792.000 | Avg R 0.456
U 963 | F 963 | G 321 | D 0 | EPS 0.359 | L 287093800567153485379651962530158122502750834789818170649051813788416820927236066607216496773781592915820481093828608.000 | R 147.000 | Avg L 894373210489574726345150082293941778988812754899954922113713322084585437766899328085057036209577976744314446807040.000 | Avg R 0.458
U 964 | F 964 | G 321 | D 0 | EPS 0.358 | L 287093800567153485379651962530158122502750834789818170649051813788416820927236066607216496773781592915820481093828608.000 | R 147.000 | Avg L 894373210489574726345150082293941778988812754899954922113713322084585437766899328085057036209577976744314446807040.000 | Avg R 0.458
U 965 | F 965 | G 321 | D 0 | EPS 0.357 | L 287093800567153485379651962530158122502750834789818170649051813788416820927236066607216496773781592915820481093828608.000 | R 147.000 | Avg L 894373210489574726345150082293941778988812754899954922113713322084585437766899328085057036209577976744314446807040.000 | Avg R 0.458
U 966 | F 966 | G 322 | D 0 | EPS 0.357 | L 287093800567153485379651962530158122502750834789818170649051813788416820927236066607216496773781592915820481093828608.000 | R 147.000 | Avg L 891595653935259331650627779439096122076733231238222944591399108589059609335249063650774424435536992312111575072768.000 | Avg R 0.457
U 967 | F 967 | G 322 | D 0 | EPS 0.356 | L 287093800567153485379651962530158122502750834789818170649051813788416820927236066607216496773781592915820481093828608.000 | R 147.000 | Avg L 891595653935259331650627779439096122076733231238222944591399108589059609335249063650774424435536992312111575072768.000 | Avg R 0.457
U 968 | F 968 | G 322 | D 0 | EPS 0.355 | L 287093800567153485379651962530158122502750834789818170649051813788416820927236066607216496773781592915820481093828608.000 | R 147.000 | Avg L 891595653935259331650627779439096122076733231238222944591399108589059609335249063650774424435536992312111575072768.000 | Avg R 0.457
U 969 | F 969 | G 323 | D 0 | EPS 0.355 | L -2942649251700531956969719165962304638298447072456166646893564375651782078112189159716472336998076661413493073940316160.000 | R 147.000 | Avg L -9110369200311244462366008097610924108493657977372784450773694233554820281621456261722533546120212098639379034013696.000 | Avg R 0.455
U 970 | F 970 | G 323 | D 0 | EPS 0.354 | L -2942649251700531956969719165962304638298447072456166646893564375651782078112189159716472336998076661413493073940316160.000 | R 147.000 | Avg L -9110369200311244462366008097610924108493657977372784450773694233554820281621456261722533546120212098639379034013696.000 | Avg R 0.455
U 971 | F 971 | G 323 | D 0 | EPS 0.353 | L -2942649251700531956969719165962304638298447072456166646893564375651782078112189159716472336998076661413493073940316160.000 | R 147.000 | Avg L -9110369200311244462366008097610924108493657977372784450773694233554820281621456261722533546120212098639379034013696.000 | Avg R 0.455
U 972 | F 972 | G 324 | D 0 | EPS 0.353 | L -2942649251700531956969719165962304638298447072456166646893564375651782078112189159716472336998076661413493073940316160.000 | R 148.000 | Avg L -9082250776853493586338603609364548914624726662266125929761893460988836713888455114682791203111302129127414325837824.000 | Avg R 0.457
U 973 | F 973 | G 324 | D 0 | EPS 0.352 | L -2942649251700531956969719165962304638298447072456166646893564375651782078112189159716472336998076661413493073940316160.000 | R 148.000 | Avg L -9082250776853493586338603609364548914624726662266125929761893460988836713888455114682791203111302129127414325837824.000 | Avg R 0.457
U 974 | F 974 | G 324 | D 0 | EPS 0.351 | L -2942649251700531956969719165962304638298447072456166646893564375651782078112189159716472336998076661413493073940316160.000 | R 148.000 | Avg L -9082250776853493586338603609364548914624726662266125929761893460988836713888455114682791203111302129127414325837824.000 | Avg R 0.457
U 975 | F 975 | G 325 | D 0 | EPS 0.351 | L 26125038218708638424015084851597491807313759448035370537018417100965967325735825979566646654549238490598762216121434112.000 | R 149.000 | Avg L 80384732980641971865347356339405389875496110777939473260747151551440605019054585561336559274631584969678200202330112.000 | Avg R 0.458
U 976 | F 976 | G 325 | D 0 | EPS 0.350 | L 26125038218708638424015084851597491807313759448035370537018417100965967325735825979566646654549238490598762216121434112.000 | R 149.000 | Avg L 80384732980641971865347356339405389875496110777939473260747151551440605019054585561336559274631584969678200202330112.000 | Avg R 0.458
U 977 | F 977 | G 325 | D 0 | EPS 0.349 | L 26125038218708638424015084851597491807313759448035370537018417100965967325735825979566646654549238490598762216121434112.000 | R 149.000 | Avg L 80384732980641971865347356339405389875496110777939473260747151551440605019054585561336559274631584969678200202330112.000 | Avg R 0.458
U 978 | F 978 | G 326 | D 0 | EPS 0.349 | L 26125038218708638424015084851597491807313759448035370537018417100965967325735825979566646654549238490598762216121434112.000 | R 149.000 | Avg L 80138154045118529214036136942604107990539562825005770785463407234508915013728859304053760386350076028133166129610752.000 | Avg R 0.457
U 979 | F 979 | G 326 | D 0 | EPS 0.348 | L 26125038218708638424015084851597491807313759448035370537018417100965967325735825979566646654549238490598762216121434112.000 | R 149.000 | Avg L 80138154045118529214036136942604107990539562825005770785463407234508915013728859304053760386350076028133166129610752.000 | Avg R 0.457
U 980 | F 980 | G 326 | D 0 | EPS 0.347 | L 26125038218708638424015084851597491807313759448035370537018417100965967325735825979566646654549238490598762216121434112.000 | R 149.000 | Avg L 80138154045118529214036136942604107990539562825005770785463407234508915013728859304053760386350076028133166129610752.000 | Avg R 0.457
U 981 | F 981 | G 327 | D 0 | EPS 0.347 | L 26483843265304787612727472493660741744686023652105499822042079380866038703009702437448251032982689952721437665462845440.000 | R 150.000 | Avg L 80990346377078862645790914516181398804729372200341635285402680286849923458642671015284705994030242718655302453952512.000 | Avg R 0.459
U 982 | F 982 | G 327 | D 0 | EPS 0.346 | L 26483843265304787612727472493660741744686023652105499822042079380866038703009702437448251032982689952721437665462845440.000 | R 150.000 | Avg L 80990346377078862645790914516181398804729372200341635285402680286849923458642671015284705994030242718655302453952512.000 | Avg R 0.459
U 983 | F 983 | G 327 | D 0 | EPS 0.345 | L 26483843265304787612727472493660741744686023652105499822042079380866038703009702437448251032982689952721437665462845440.000 | R 150.000 | Avg L 80990346377078862645790914516181398804729372200341635285402680286849923458642671015284705994030242718655302453952512.000 | Avg R 0.459
U 984 | F 984 | G 328 | D 0 | EPS 0.345 | L 23254597845939431475847530648266228963681962404808667526956135453868186907610208533762584546115954508352398991747448832.000 | R 150.000 | Avg L 70898164164449485139900654521293661780736603859723320336734836923640844754533266793201538640901849977409422768472064.000 | Avg R 0.457
U 985 | F 985 | G 328 | D 0 | EPS 0.344 | L 23254597845939431475847530648266228963681962404808667526956135453868186907610208533762584546115954508352398991747448832.000 | R 150.000 | Avg L 70898164164449485139900654521293661780736603859723320336734836923640844754533266793201538640901849977409422768472064.000 | Avg R 0.457
U 986 | F 986 | G 328 | D 0 | EPS 0.343 | L 23254597845939431475847530648266228963681962404808667526956135453868186907610208533762584546115954508352398991747448832.000 | R 150.000 | Avg L 70898164164449485139900654521293661780736603859723320336734836923640844754533266793201538640901849977409422768472064.000 | Avg R 0.457
U 987 | F 987 | G 329 | D 0 | EPS 0.343 | L 52317806620227654625724944679250528452256758178034383155893608674045132266118461377268552369204136554693693228042944512.000 | R 151.000 | Avg L 159020688815281635852030782751142823793861376395113834079836230674066348063757115617969140007859098040933732916920320.000 | Avg R 0.459
U 988 | F 988 | G 329 | D 0 | EPS 0.342 | L 52317806620227654625724944679250528452256758178034383155893608674045132266118461377268552369204136554693693228042944512.000 | R 151.000 | Avg L 159020688815281635852030782751142823793861376395113834079836230674066348063757115617969140007859098040933732916920320.000 | Avg R 0.459
U 989 | F 989 | G 329 | D 0 | EPS 0.341 | L 52317806620227654625724944679250528452256758178034383155893608674045132266118461377268552369204136554693693228042944512.000 | R 151.000 | Avg L 159020688815281635852030782751142823793861376395113834079836230674066348063757115617969140007859098040933732916920320.000 | Avg R 0.459
U 990 | F 990 | G 330 | D 0 | EPS 0.341 | L -209251072348366362682150750310825009174685526054774169991125639246145515560412218069452642759233283385887927985044979712.000 | R 151.000 | Avg L -634094158631413181223086311480153934755734584200665366035345545899729363289317840992876919616084386199522247494860800.000 | Avg R 0.458
U 991 | F 991 | G 330 | D 0 | EPS 0.340 | L -209251072348366362682150750310825009174685526054774169991125639246145515560412218069452642759233283385887927985044979712.000 | R 151.000 | Avg L -634094158631413181223086311480153934755734584200665366035345545899729363289317840992876919616084386199522247494860800.000 | Avg R 0.458
U 992 | F 992 | G 330 | D 0 | EPS 0.339 | L -209251072348366362682150750310825009174685526054774169991125639246145515560412218069452642759233283385887927985044979712.000 | R 151.000 | Avg L -634094158631413181223086311480153934755734584200665366035345545899729363289317840992876919616084386199522247494860800.000 | Avg R 0.458
U 993 | F 993 | G 331 | D 0 | EPS 0.339 | L 2144868838368979685580982880065252722710565564755177458493063724772392639678887050689028296748978117797226985895604781056.000 | R 151.000 | Avg L 6479966279060362122419388254114155156339896464236481661942773432959836546157178328787269244657682183947277807711682560.000 | Avg R 0.456
U 994 | F 994 | G 331 | D 0 | EPS 0.338 | L 2144868838368979685580982880065252722710565564755177458493063724772392639678887050689028296748978117797226985895604781056.000 | R 151.000 | Avg L 6479966279060362122419388254114155156339896464236481661942773432959836546157178328787269244657682183947277807711682560.000 | Avg R 0.456
U 995 | F 995 | G 331 | D 0 | EPS 0.337 | L 2144868838368979685580982880065252722710565564755177458493063724772392639678887050689028296748978117797226985895604781056.000 | R 151.000 | Avg L 6479966279060362122419388254114155156339896464236481661942773432959836546157178328787269244657682183947277807711682560.000 | Avg R 0.456
U 996 | F 996 | G 332 | D 0 | EPS 0.337 | L 1883259651135297120795693253417955606895863778112533730134818930197739406444407500942394029302799046096831782482549407744.000 | R 151.000 | Avg L 5672468828720774122917036579902846623565511294247951277266699001401393558569133893833736356309493304376376864163233792.000 | Avg R 0.455
U 997 | F 997 | G 332 | D 0 | EPS 0.336 | L 1883259651135297120795693253417955606895863778112533730134818930197739406444407500942394029302799046096831782482549407744.000 | R 151.000 | Avg L 5672468828720774122917036579902846623565511294247951277266699001401393558569133893833736356309493304376376864163233792.000 | Avg R 0.455
U 998 | F 998 | G 332 | D 0 | EPS 0.335 | L 1883259651135297120795693253417955606895863778112533730134818930197739406444407500942394029302799046096831782482549407744.000 | R 151.000 | Avg L 5672468828720774122917036579902846623565511294247951277266699001401393558569133893833736356309493304376376864163233792.000 | Avg R 0.455
U 999 | F 999 | G 333 | D 0 | EPS 0.335 | L 4237742336238439630488645895725751746522956032374592086217774789299337571157513601931383414197208673895750335668626128896.000 | R 151.000 | Avg L 12725952961676995799915808550793684712541160315269719131040190165912593445818784652859126392958307459292321090503704576.000 | Avg R 0.453
U 1000 | F 1000 | G 333 | D 0 | EPS 0.334 | L 4237742336238439630488645895725751746522956032374592086217774789299337571157513601931383414197208673895750335668626128896.000 | R 151.000 | Avg L 12725952961676995799915808550793684712541160315269719131040190165912593445818784652859126392958307459292321090503704576.000 | Avg R 0.453
U 1001 | F 1001 | G 333 | D 0 | EPS 0.333 | L 4237742336238439630488645895725751746522956032374592086217774789299337571157513601931383414197208673895750335668626128896.000 | R 151.000 | Avg L 12725952961676995799915808550793684712541160315269719131040190165912593445818784652859126392958307459292321090503704576.000 | Avg R 0.453
U 1002 | F 1002 | G 334 | D 0 | EPS 0.333 | L -16949336860217671793662623290690088851241878700925862774648381203498530920410828121558670175240383344852932932217258115072.000 | R 151.000 | Avg L -50746517545561887359712413875203077182450171801404428149007266320958158274304539857611399968199598395623823905872936960.000 | Avg R 0.452
U 1003 | F 1003 | G 334 | D 0 | EPS 0.332 | L -16949336860217671793662623290690088851241878700925862774648381203498530920410828121558670175240383344852932932217258115072.000 | R 151.000 | Avg L -50746517545561887359712413875203077182450171801404428149007266320958158274304539857611399968199598395623823905872936960.000 | Avg R 0.452
U 1004 | F 1004 | G 334 | D 0 | EPS 0.331 | L -16949336860217671793662623290690088851241878700925862774648381203498530920410828121558670175240383344852932932217258115072.000 | R 151.000 | Avg L -50746517545561887359712413875203077182450171801404428149007266320958158274304539857611399968199598395623823905872936960.000 | Avg R 0.452
U 1005 | F 1005 | G 335 | D 0 | EPS 0.331 | L 173734375907887306368588677493783726712317009401343617410073389172660205324624223980430894178486258071185770544904569618432.000 | R 151.000 | Avg L 518610077336977058325902975995264139778705817656801026859212427118393160118759594914458627593174289016796614924559187968.000 | Avg R 0.451
U 1006 | F 1006 | G 335 | D 0 | EPS 0.330 | L 173734375907887306368588677493783726712317009401343617410073389172660205324624223980430894178486258071185770544904569618432.000 | R 151.000 | Avg L 518610077336977058325902975995264139778705817656801026859212427118393160118759594914458627593174289016796614924559187968.000 | Avg R 0.451
