main.py --seed 7

Namespace(algo='q-learning', convg=0.01, env='tokens-v0', frames=3000, games=500, log_interval=1, lr=0.01, model=None, save_interval=30, seed=7)

Environments loaded

Training status loaded

U 15 | F 15 | G 1 | D 0 | EPS 0.981 | L 1.000 | R 1.000 | Avg L 0.067 | Avg R 1.000
U 708 | F 708 | G 47 | D 0 | EPS 0.057 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 709 | F 709 | G 47 | D 0 | EPS 0.056 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 710 | F 710 | G 47 | D 0 | EPS 0.055 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 711 | F 711 | G 47 | D 0 | EPS 0.053 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 712 | F 712 | G 47 | D 0 | EPS 0.052 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 713 | F 713 | G 47 | D 0 | EPS 0.051 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 714 | F 714 | G 47 | D 0 | EPS 0.049 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 715 | F 715 | G 47 | D 0 | EPS 0.048 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 716 | F 716 | G 47 | D 0 | EPS 0.047 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 717 | F 717 | G 47 | D 0 | EPS 0.045 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 718 | F 718 | G 47 | D 0 | EPS 0.044 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 719 | F 719 | G 47 | D 0 | EPS 0.043 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 720 | F 720 | G 48 | D 0 | EPS 0.041 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 721 | F 721 | G 48 | D 0 | EPS 0.040 | L -0.949 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 722 | F 722 | G 48 | D 0 | EPS 0.039 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 723 | F 723 | G 48 | D 0 | EPS 0.037 | L -0.949 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 724 | F 724 | G 48 | D 0 | EPS 0.036 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 725 | F 725 | G 48 | D 0 | EPS 0.035 | L -0.949 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 726 | F 726 | G 48 | D 0 | EPS 0.033 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 727 | F 727 | G 48 | D 0 | EPS 0.032 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 728 | F 728 | G 48 | D 0 | EPS 0.031 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 729 | F 729 | G 48 | D 0 | EPS 0.029 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 730 | F 730 | G 48 | D 0 | EPS 0.028 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 731 | F 731 | G 48 | D 0 | EPS 0.027 | L -0.949 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 732 | F 732 | G 48 | D 0 | EPS 0.025 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 733 | F 733 | G 48 | D 0 | EPS 0.024 | L -0.959 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 734 | F 734 | G 48 | D 0 | EPS 0.023 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.021
U 735 | F 735 | G 49 | D 0 | EPS 0.021 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 736 | F 736 | G 49 | D 0 | EPS 0.020 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 737 | F 737 | G 49 | D 0 | EPS 0.019 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 738 | F 738 | G 49 | D 0 | EPS 0.017 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 739 | F 739 | G 49 | D 0 | EPS 0.016 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 740 | F 740 | G 49 | D 0 | EPS 0.015 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 741 | F 741 | G 49 | D 0 | EPS 0.013 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 742 | F 742 | G 49 | D 0 | EPS 0.012 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 743 | F 743 | G 49 | D 0 | EPS 0.011 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 744 | F 744 | G 49 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 745 | F 745 | G 49 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 746 | F 746 | G 49 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 747 | F 747 | G 49 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 748 | F 748 | G 49 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 749 | F 749 | G 49 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 750 | F 750 | G 50 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 751 | F 751 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 752 | F 752 | G 50 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 753 | F 753 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 754 | F 754 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 755 | F 755 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 756 | F 756 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 757 | F 757 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 758 | F 758 | G 50 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 759 | F 759 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 760 | F 760 | G 50 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 761 | F 761 | G 50 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 762 | F 762 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 763 | F 763 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 764 | F 764 | G 50 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 765 | F 765 | G 51 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 766 | F 766 | G 51 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 767 | F 767 | G 51 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 768 | F 768 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 769 | F 769 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 770 | F 770 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 771 | F 771 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 772 | F 772 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 773 | F 773 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 774 | F 774 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 775 | F 775 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 776 | F 776 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 777 | F 777 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 778 | F 778 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 779 | F 779 | G 51 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.020
U 780 | F 780 | G 52 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 781 | F 781 | G 52 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 782 | F 782 | G 52 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 783 | F 783 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 784 | F 784 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 785 | F 785 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 786 | F 786 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 787 | F 787 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 788 | F 788 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 789 | F 789 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 790 | F 790 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 791 | F 791 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 792 | F 792 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 793 | F 793 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 794 | F 794 | G 52 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 795 | F 795 | G 53 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 796 | F 796 | G 53 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 797 | F 797 | G 53 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 798 | F 798 | G 53 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 799 | F 799 | G 53 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 800 | F 800 | G 53 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 801 | F 801 | G 53 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 802 | F 802 | G 53 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 803 | F 803 | G 53 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 804 | F 804 | G 53 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 805 | F 805 | G 53 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 806 | F 806 | G 53 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 807 | F 807 | G 53 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 808 | F 808 | G 53 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 809 | F 809 | G 53 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 810 | F 810 | G 54 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 811 | F 811 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 812 | F 812 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 813 | F 813 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 814 | F 814 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 815 | F 815 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 816 | F 816 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 817 | F 817 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 818 | F 818 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 819 | F 819 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 820 | F 820 | G 54 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 821 | F 821 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 822 | F 822 | G 54 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 823 | F 823 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 824 | F 824 | G 54 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.019
U 825 | F 825 | G 55 | D 0 | EPS 0.010 | L -0.951 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 826 | F 826 | G 55 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 827 | F 827 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 828 | F 828 | G 55 | D 0 | EPS 0.010 | L -0.950 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 829 | F 829 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 830 | F 830 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 831 | F 831 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 832 | F 832 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 833 | F 833 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 834 | F 834 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 835 | F 835 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 836 | F 836 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 837 | F 837 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 838 | F 838 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 839 | F 839 | G 55 | D 0 | EPS 0.010 | L -0.960 | R -1.000 | Avg L -0.001 | Avg R -0.018
U 840 | F 840 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 841 | F 841 | G 56 | D 0 | EPS 0.010 | L -1.960 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 842 | F 842 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 843 | F 843 | G 56 | D 0 | EPS 0.010 | L -1.950 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 844 | F 844 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 845 | F 845 | G 56 | D 0 | EPS 0.010 | L -1.960 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 846 | F 846 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 847 | F 847 | G 56 | D 0 | EPS 0.010 | L -1.951 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 848 | F 848 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 849 | F 849 | G 56 | D 0 | EPS 0.010 | L -1.951 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 850 | F 850 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 851 | F 851 | G 56 | D 0 | EPS 0.010 | L -1.960 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 852 | F 852 | G 56 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 853 | F 853 | G 56 | D 0 | EPS 0.010 | L -1.951 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 854 | F 854 | G 56 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.036
U 855 | F 855 | G 57 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 856 | F 856 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 857 | F 857 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 858 | F 858 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 859 | F 859 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 860 | F 860 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 861 | F 861 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 862 | F 862 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 863 | F 863 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 864 | F 864 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 865 | F 865 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 866 | F 866 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 867 | F 867 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 868 | F 868 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 869 | F 869 | G 57 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.035
U 870 | F 870 | G 58 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 871 | F 871 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 872 | F 872 | G 58 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 873 | F 873 | G 58 | D 0 | EPS 0.010 | L -1.951 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 874 | F 874 | G 58 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 875 | F 875 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 876 | F 876 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 877 | F 877 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 878 | F 878 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 879 | F 879 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 880 | F 880 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 881 | F 881 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 882 | F 882 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 883 | F 883 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 884 | F 884 | G 58 | D 0 | EPS 0.010 | L -1.961 | R -2.000 | Avg L -0.002 | Avg R -0.034
U 885 | F 885 | G 59 | D 0 | EPS 0.010 | L -0.952 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 886 | F 886 | G 59 | D 0 | EPS 0.010 | L -0.933 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 887 | F 887 | G 59 | D 0 | EPS 0.010 | L -0.934 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 888 | F 888 | G 59 | D 0 | EPS 0.010 | L -0.933 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 889 | F 889 | G 59 | D 0 | EPS 0.010 | L -0.914 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 890 | F 890 | G 59 | D 0 | EPS 0.010 | L -0.933 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 891 | F 891 | G 59 | D 0 | EPS 0.010 | L -0.933 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 892 | F 892 | G 59 | D 0 | EPS 0.010 | L -0.933 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 893 | F 893 | G 59 | D 0 | EPS 0.010 | L -0.914 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 894 | F 894 | G 59 | D 0 | EPS 0.010 | L -0.934 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 895 | F 895 | G 59 | D 0 | EPS 0.010 | L -0.934 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 896 | F 896 | G 59 | D 0 | EPS 0.010 | L -0.934 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 897 | F 897 | G 59 | D 0 | EPS 0.010 | L -0.934 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 898 | F 898 | G 59 | D 0 | EPS 0.010 | L -0.934 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 899 | F 899 | G 59 | D 0 | EPS 0.010 | L -0.914 | R -1.000 | Avg L -0.001 | Avg R -0.017
U 900 | F 900 | G 60 | D 0 | EPS 0.010 | L -1.952 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 901 | F 901 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 902 | F 902 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 903 | F 903 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 904 | F 904 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 905 | F 905 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 906 | F 906 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 907 | F 907 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 908 | F 908 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 909 | F 909 | G 60 | D 0 | EPS 0.010 | L -1.934 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 910 | F 910 | G 60 | D 0 | EPS 0.010 | L -1.924 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 911 | F 911 | G 60 | D 0 | EPS 0.010 | L -1.924 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 912 | F 912 | G 60 | D 0 | EPS 0.010 | L -1.924 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 913 | F 913 | G 60 | D 0 | EPS 0.010 | L -1.943 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 914 | F 914 | G 60 | D 0 | EPS 0.010 | L -1.924 | R -2.000 | Avg L -0.002 | Avg R -0.033
U 915 | F 915 | G 61 | D 0 | EPS 0.010 | L -2.943 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 916 | F 916 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 917 | F 917 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 918 | F 918 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 919 | F 919 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 920 | F 920 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 921 | F 921 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 922 | F 922 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 923 | F 923 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 924 | F 924 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 925 | F 925 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 926 | F 926 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 927 | F 927 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 928 | F 928 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 929 | F 929 | G 61 | D 0 | EPS 0.010 | L -2.924 | R -3.000 | Avg L -0.003 | Avg R -0.049
U 930 | F 930 | G 62 | D 0 | EPS 0.010 | L -3.942 | R -4.000 | Avg L -0.004 | Avg R -0.065
