main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=150000, eps_start=1.0, frames=1500000, games=500, log_interval=10000, lr=0.1, model=None, save_interval=10000, seed=7)

Environments loaded

Training status loaded

U 10000 | F 10000 | G 666 | D 1 | EPS 0.933 | L 349.313 | R 341.000 | Avg L 0.035 | Avg R 0.512
U 350000 | F 350000 | G 23333 | D 43 | EPS 0.010 | L 993392.288 | R 5599.000 | Avg L 2.838 | Avg R 0.560
U 360000 | F 360000 | G 24000 | D 45 | EPS 0.010 | L 809594.451 | R 5618.000 | Avg L 2.249 | Avg R 0.562
U 370000 | F 370000 | G 24666 | D 46 | EPS 0.010 | L 319633.494 | R 5627.000 | Avg L 0.864 | Avg R 0.563
U 380000 | F 380000 | G 25333 | D 47 | EPS 0.010 | L 1468636.100 | R 5692.000 | Avg L 3.865 | Avg R 0.569
U 390000 | F 390000 | G 26000 | D 49 | EPS 0.010 | L 2845830.231 | R 5689.000 | Avg L 7.297 | Avg R 0.569
U 400000 | F 400000 | G 26666 | D 50 | EPS 0.010 | L 3833419.106 | R 5646.000 | Avg L 9.584 | Avg R 0.565
U 410000 | F 410000 | G 27333 | D 51 | EPS 0.010 | L 4985662.037 | R 5634.000 | Avg L 12.160 | Avg R 0.563
U 420000 | F 420000 | G 28000 | D 53 | EPS 0.010 | L 3959742.225 | R 5650.000 | Avg L 9.428 | Avg R 0.565
U 430000 | F 430000 | G 28666 | D 54 | EPS 0.010 | L 3711943.203 | R 5629.000 | Avg L 8.632 | Avg R 0.563
U 440000 | F 440000 | G 29333 | D 55 | EPS 0.010 | L -4950414.420 | R 5640.000 | Avg L -11.251 | Avg R 0.564
U 450000 | F 450000 | G 30000 | D 58 | EPS 0.010 | L -17303815.189 | R 5665.000 | Avg L -38.453 | Avg R 0.567
U 460000 | F 460000 | G 30666 | D 59 | EPS 0.010 | L -94786388.199 | R 5653.000 | Avg L -206.057 | Avg R 0.565
U 470000 | F 470000 | G 31333 | D 61 | EPS 0.010 | L -24508064.960 | R 5595.000 | Avg L -52.145 | Avg R 0.559
U 480000 | F 480000 | G 32000 | D 62 | EPS 0.010 | L 7767760.085 | R 5581.000 | Avg L 16.183 | Avg R 0.558
U 490000 | F 490000 | G 32666 | D 63 | EPS 0.010 | L -196777561.923 | R 5613.000 | Avg L -401.587 | Avg R 0.561
U 500000 | F 500000 | G 33333 | D 65 | EPS 0.010 | L 38520428.536 | R 5643.000 | Avg L 77.041 | Avg R 0.564
U 510000 | F 510000 | G 34000 | D 66 | EPS 0.010 | L 306338286.831 | R 5642.000 | Avg L 600.663 | Avg R 0.564
U 520000 | F 520000 | G 34666 | D 67 | EPS 0.010 | L 424317460.583 | R 5601.000 | Avg L 815.995 | Avg R 0.560
U 530000 | F 530000 | G 35333 | D 69 | EPS 0.010 | L 247581893.167 | R 5511.000 | Avg L 467.136 | Avg R 0.551
U 540000 | F 540000 | G 36000 | D 70 | EPS 0.010 | L 508787268.117 | R 5437.000 | Avg L 942.199 | Avg R 0.544
U 550000 | F 550000 | G 36666 | D 71 | EPS 0.010 | L -182469943.935 | R 5349.000 | Avg L -331.764 | Avg R 0.535
U 560000 | F 560000 | G 37333 | D 73 | EPS 0.010 | L -818235325.801 | R 5269.000 | Avg L -1461.135 | Avg R 0.527
U 570000 | F 570000 | G 38000 | D 74 | EPS 0.010 | L -1371532886.472 | R 5178.000 | Avg L -2406.198 | Avg R 0.518
U 580000 | F 580000 | G 38666 | D 75 | EPS 0.010 | L -1787844325.044 | R 5125.000 | Avg L -3082.490 | Avg R 0.512
U 590000 | F 590000 | G 39333 | D 77 | EPS 0.010 | L -1564340313.522 | R 5113.000 | Avg L -2651.424 | Avg R 0.511
U 600000 | F 600000 | G 40000 | D 78 | EPS 0.010 | L -1183540546.559 | R 5072.000 | Avg L -1972.568 | Avg R 0.507
U 610000 | F 610000 | G 40666 | D 79 | EPS 0.010 | L -1707683250.152 | R 5077.000 | Avg L -2799.481 | Avg R 0.508
U 620000 | F 620000 | G 41333 | D 81 | EPS 0.010 | L 220880703.361 | R 5078.000 | Avg L 356.259 | Avg R 0.508
U 630000 | F 630000 | G 42000 | D 82 | EPS 0.010 | L -1603515014.897 | R 5036.000 | Avg L -2545.262 | Avg R 0.504
U 640000 | F 640000 | G 42666 | D 84 | EPS 0.010 | L -4114043546.442 | R 5038.000 | Avg L -6428.193 | Avg R 0.504
U 650000 | F 650000 | G 43333 | D 85 | EPS 0.010 | L 13133305179.404 | R 5073.000 | Avg L 20205.085 | Avg R 0.507
U 660000 | F 660000 | G 44000 | D 86 | EPS 0.010 | L -749045377.040 | R 5123.000 | Avg L -1134.917 | Avg R 0.512
U 670000 | F 670000 | G 44666 | D 88 | EPS 0.010 | L 4403050848.914 | R 5174.000 | Avg L 6571.718 | Avg R 0.517
U 680000 | F 680000 | G 45333 | D 89 | EPS 0.010 | L -5168692968.468 | R 5293.000 | Avg L -7601.019 | Avg R 0.529
U 690000 | F 690000 | G 46000 | D 91 | EPS 0.010 | L 7525678808.961 | R 5414.000 | Avg L 10906.781 | Avg R 0.541
U 700000 | F 700000 | G 46666 | D 92 | EPS 0.010 | L 36653990054.650 | R 5536.000 | Avg L 52362.843 | Avg R 0.554
U 710000 | F 710000 | G 47333 | D 93 | EPS 0.010 | L 119496625463.814 | R 5635.000 | Avg L 168305.106 | Avg R 0.564
U 720000 | F 720000 | G 48000 | D 95 | EPS 0.010 | L 292454875015.213 | R 5738.000 | Avg L 406187.326 | Avg R 0.574
U 730000 | F 730000 | G 48666 | D 96 | EPS 0.010 | L 523875560501.830 | R 5812.000 | Avg L 717637.754 | Avg R 0.581
U 740000 | F 740000 | G 49333 | D 98 | EPS 0.010 | L -439562516761.785 | R 5776.000 | Avg L -594003.401 | Avg R 0.578
U 750000 | F 750000 | G 50000 | D 99 | EPS 0.010 | L -844543500270.345 | R 5725.000 | Avg L -1126058.000 | Avg R 0.573
U 760000 | F 760000 | G 50666 | D 101 | EPS 0.010 | L -679821387916.799 | R 5674.000 | Avg L -894501.826 | Avg R 0.567
U 770000 | F 770000 | G 51333 | D 102 | EPS 0.010 | L -355455073256.154 | R 5603.000 | Avg L -461629.965 | Avg R 0.560
U 780000 | F 780000 | G 52000 | D 103 | EPS 0.010 | L -347630476457.560 | R 5533.000 | Avg L -445680.098 | Avg R 0.553
U 790000 | F 790000 | G 52666 | D 105 | EPS 0.010 | L -983196612255.909 | R 5497.000 | Avg L -1244552.674 | Avg R 0.550
U 800000 | F 800000 | G 53333 | D 106 | EPS 0.010 | L -1066032253499.011 | R 5424.000 | Avg L -1332540.317 | Avg R 0.542
U 810000 | F 810000 | G 54000 | D 108 | EPS 0.010 | L -521709652154.837 | R 5438.000 | Avg L -644085.990 | Avg R 0.544
U 820000 | F 820000 | G 54666 | D 109 | EPS 0.010 | L 32157634427.922 | R 5447.000 | Avg L 39216.627 | Avg R 0.545
U 830000 | F 830000 | G 55333 | D 111 | EPS 0.010 | L -225063178703.220 | R 5371.000 | Avg L -271160.456 | Avg R 0.537
U 840000 | F 840000 | G 56000 | D 112 | EPS 0.010 | L 161129048382.936 | R 5287.000 | Avg L 191820.296 | Avg R 0.529
U 850000 | F 850000 | G 56666 | D 114 | EPS 0.010 | L 317767074081.520 | R 5183.000 | Avg L 373843.617 | Avg R 0.518
U 860000 | F 860000 | G 57333 | D 115 | EPS 0.010 | L -387544884816.646 | R 5105.000 | Avg L -450633.587 | Avg R 0.510
U 870000 | F 870000 | G 58000 | D 116 | EPS 0.010 | L -1263327314197.503 | R 5008.000 | Avg L -1452100.361 | Avg R 0.501
U 880000 | F 880000 | G 58666 | D 118 | EPS 0.010 | L 250862208800.966 | R 4965.000 | Avg L 285070.692 | Avg R 0.496
U 890000 | F 890000 | G 59333 | D 119 | EPS 0.010 | L -1060859777487.724 | R 5035.000 | Avg L -1191977.278 | Avg R 0.503
U 900000 | F 900000 | G 60000 | D 121 | EPS 0.010 | L 1514628778388.795 | R 5174.000 | Avg L 1682920.865 | Avg R 0.517
U 910000 | F 910000 | G 60666 | D 122 | EPS 0.010 | L -3269646162920.518 | R 5311.000 | Avg L -3593017.761 | Avg R 0.531
U 920000 | F 920000 | G 61333 | D 124 | EPS 0.010 | L 2139921786031.982 | R 5434.000 | Avg L 2326001.941 | Avg R 0.543
U 930000 | F 930000 | G 62000 | D 125 | EPS 0.010 | L 2122634010286.366 | R 5545.000 | Avg L 2282402.162 | Avg R 0.554
U 940000 | F 940000 | G 62666 | D 127 | EPS 0.010 | L 47595651054042.375 | R 5622.000 | Avg L 50633671.334 | Avg R 0.562
U 950000 | F 950000 | G 63333 | D 128 | EPS 0.010 | L 136115137679532.484 | R 5629.000 | Avg L 143279092.294 | Avg R 0.563
U 960000 | F 960000 | G 64000 | D 130 | EPS 0.010 | L -550027604084017.375 | R 5503.000 | Avg L -572945420.921 | Avg R 0.550
U 970000 | F 970000 | G 64666 | D 131 | EPS 0.010 | L 553892840038397.625 | R 5421.000 | Avg L 571023546.431 | Avg R 0.542
U 980000 | F 980000 | G 65333 | D 133 | EPS 0.010 | L -426664814345292.875 | R 5396.000 | Avg L -435372259.536 | Avg R 0.540
U 990000 | F 990000 | G 66000 | D 134 | EPS 0.010 | L -660992709366019.750 | R 5356.000 | Avg L -667669403.400 | Avg R 0.536
U 1000000 | F 1000000 | G 66666 | D 136 | EPS 0.010 | L -883487993828296.750 | R 5397.000 | Avg L -883487993.828 | Avg R 0.540
U 1010000 | F 1010000 | G 67333 | D 137 | EPS 0.010 | L -424624197859195.000 | R 5387.000 | Avg L -420419997.880 | Avg R 0.539
U 1020000 | F 1020000 | G 68000 | D 139 | EPS 0.010 | L 1607242823105027.500 | R 5344.000 | Avg L 1575728257.946 | Avg R 0.534
U 1030000 | F 1030000 | G 68666 | D 140 | EPS 0.010 | L 2375113194771330.000 | R 5331.000 | Avg L 2305935140.555 | Avg R 0.533
U 1040000 | F 1040000 | G 69333 | D 142 | EPS 0.010 | L 3858807248382057.000 | R 5305.000 | Avg L 3710391584.983 | Avg R 0.530
U 1050000 | F 1050000 | G 70000 | D 143 | EPS 0.010 | L 6159994817349826.000 | R 5234.000 | Avg L 5866661730.809 | Avg R 0.523
U 1060000 | F 1060000 | G 70666 | D 145 | EPS 0.010 | L 13623284409404426.000 | R 5100.000 | Avg L 12852155103.212 | Avg R 0.510
U 1070000 | F 1070000 | G 71333 | D 146 | EPS 0.010 | L 22705042537225960.000 | R 4978.000 | Avg L 21219665922.641 | Avg R 0.498
U 1080000 | F 1080000 | G 72000 | D 148 | EPS 0.010 | L 19764057558597112.000 | R 4918.000 | Avg L 18300053294.997 | Avg R 0.492
U 1090000 | F 1090000 | G 72666 | D 149 | EPS 0.010 | L 52786359826246000.000 | R 4851.000 | Avg L 48427853051.602 | Avg R 0.485
U 1100000 | F 1100000 | G 73333 | D 151 | EPS 0.010 | L 29777759288563988.000 | R 4818.000 | Avg L 27070690262.331 | Avg R 0.482
U 1110000 | F 1110000 | G 74000 | D 152 | EPS 0.010 | L 20445597055169904.000 | R 4831.000 | Avg L 18419456806.459 | Avg R 0.483
U 1120000 | F 1120000 | G 74666 | D 154 | EPS 0.010 | L -49217907476421440.000 | R 4890.000 | Avg L -43944560246.805 | Avg R 0.489
U 1130000 | F 1130000 | G 75333 | D 155 | EPS 0.010 | L -125205150376294064.000 | R 4943.000 | Avg L -110801018032.119 | Avg R 0.494
U 1140000 | F 1140000 | G 76000 | D 157 | EPS 0.010 | L -242574746461140288.000 | R 5038.000 | Avg L -212784865316.790 | Avg R 0.504
U 1150000 | F 1150000 | G 76666 | D 159 | EPS 0.010 | L -258652483950433056.000 | R 5019.000 | Avg L -224915203435.159 | Avg R 0.502
U 1160000 | F 1160000 | G 77333 | D 160 | EPS 0.010 | L -182672036900003936.000 | R 5060.000 | Avg L -157475893879.314 | Avg R 0.506
U 1170000 | F 1170000 | G 78000 | D 162 | EPS 0.010 | L -496199252723952960.000 | R 5154.000 | Avg L -424101925405.088 | Avg R 0.515
U 1180000 | F 1180000 | G 78666 | D 164 | EPS 0.010 | L -1673986903922666240.000 | R 5153.000 | Avg L -1418632969425.988 | Avg R 0.515
U 1190000 | F 1190000 | G 79333 | D 165 | EPS 0.010 | L -5104332966145206272.000 | R 5063.000 | Avg L -4289355433735.467 | Avg R 0.506
U 1200000 | F 1200000 | G 80000 | D 167 | EPS 0.010 | L -2797216608701327872.000 | R 5060.000 | Avg L -2331013840584.440 | Avg R 0.506
U 1210000 | F 1210000 | G 80666 | D 169 | EPS 0.010 | L 804690041565516800.000 | R 5061.000 | Avg L 665033092202.906 | Avg R 0.506
U 1220000 | F 1220000 | G 81333 | D 171 | EPS 0.010 | L 2162923571144993024.000 | R 5068.000 | Avg L 1772888173069.667 | Avg R 0.507
U 1230000 | F 1230000 | G 82000 | D 172 | EPS 0.010 | L 2120123503623436288.000 | R 5037.000 | Avg L 1723677645222.306 | Avg R 0.504
U 1240000 | F 1240000 | G 82666 | D 174 | EPS 0.010 | L 3258641697569187328.000 | R 4978.000 | Avg L 2627936852878.377 | Avg R 0.498
U 1250000 | F 1250000 | G 83333 | D 175 | EPS 0.010 | L -4212259948111762944.000 | R 4955.000 | Avg L -3369807958489.410 | Avg R 0.495
U 1260000 | F 1260000 | G 84000 | D 177 | EPS 0.010 | L -8708208587435455488.000 | R 4926.000 | Avg L -6911276656694.806 | Avg R 0.493
U 1270000 | F 1270000 | G 84666 | D 178 | EPS 0.010 | L -18917566396171935744.000 | R 4839.000 | Avg L -14895721571788.926 | Avg R 0.484
U 1280000 | F 1280000 | G 85333 | D 180 | EPS 0.010 | L -45857716503784226816.000 | R 4763.000 | Avg L -35826341018581.430 | Avg R 0.476
U 1290000 | F 1290000 | G 86000 | D 182 | EPS 0.010 | L -22742343566693281792.000 | R 4708.000 | Avg L -17629723695111.070 | Avg R 0.471
U 1300000 | F 1300000 | G 86666 | D 184 | EPS 0.010 | L -4964208573003054080.000 | R 4648.000 | Avg L -3818621979233.119 | Avg R 0.465
U 1310000 | F 1310000 | G 87333 | D 186 | EPS 0.010 | L -27078443845996863488.000 | R 4614.000 | Avg L -20670567821371.652 | Avg R 0.461
U 1320000 | F 1320000 | G 88000 | D 187 | EPS 0.010 | L -32568755268160811008.000 | R 4591.000 | Avg L -24673299445576.371 | Avg R 0.459
U 1330000 | F 1330000 | G 88666 | D 189 | EPS 0.010 | L -76431531339692113920.000 | R 4616.000 | Avg L -57467316796760.984 | Avg R 0.462
U 1340000 | F 1340000 | G 89333 | D 191 | EPS 0.010 | L -106686649572862246912.000 | R 4742.000 | Avg L -79616902666315.109 | Avg R 0.474
U 1350000 | F 1350000 | G 90000 | D 193 | EPS 0.010 | L -157253070897034625024.000 | R 4768.000 | Avg L -116483756220025.641 | Avg R 0.477
U 1360000 | F 1360000 | G 90666 | D 196 | EPS 0.010 | L -179658602673990664192.000 | R 4845.000 | Avg L -132101913730875.484 | Avg R 0.484
U 1370000 | F 1370000 | G 91333 | D 199 | EPS 0.010 | L -232312575086099365888.000 | R 4867.000 | Avg L -169571222690583.469 | Avg R 0.487
U 1380000 | F 1380000 | G 92000 | D 203 | EPS 0.010 | L -238539557567649939456.000 | R 4897.000 | Avg L -172854751860615.906 | Avg R 0.490
U 1390000 | F 1390000 | G 92666 | D 206 | EPS 0.010 | L -812006820307755335680.000 | R 4970.000 | Avg L -584177568566730.500 | Avg R 0.497
U 1400000 | F 1400000 | G 93333 | D 208 | EPS 0.010 | L -711926250227687096320.000 | R 5051.000 | Avg L -508518750162633.625 | Avg R 0.505
U 1410000 | F 1410000 | G 94000 | D 210 | EPS 0.010 | L -663741269090591047680.000 | R 5077.000 | Avg L -470738488716731.250 | Avg R 0.508
U 1420000 | F 1420000 | G 94666 | D 212 | EPS 0.010 | L -861556940734827724800.000 | R 5118.000 | Avg L -606730239954104.000 | Avg R 0.512
U 1430000 | F 1430000 | G 95333 | D 213 | EPS 0.010 | L -1590899513682026561536.000 | R 5155.000 | Avg L -1112517142434983.625 | Avg R 0.515
U 1440000 | F 1440000 | G 96000 | D 215 | EPS 0.010 | L -1421100040281244303360.000 | R 5132.000 | Avg L -986875027973086.375 | Avg R 0.513
U 1450000 | F 1450000 | G 96666 | D 217 | EPS 0.010 | L -1964456415034793000960.000 | R 5137.000 | Avg L -1354797527610202.000 | Avg R 0.514
U 1460000 | F 1460000 | G 97333 | D 218 | EPS 0.010 | L -2077014192647680557056.000 | R 5105.000 | Avg L -1422612460717589.500 | Avg R 0.510
U 1470000 | F 1470000 | G 98000 | D 220 | EPS 0.010 | L -3428075631701102952448.000 | R 5065.000 | Avg L -2332024239252451.000 | Avg R 0.506
U 1480000 | F 1480000 | G 98666 | D 222 | EPS 0.010 | L -4984513158045128196096.000 | R 5018.000 | Avg L -3367914295976438.000 | Avg R 0.502
U 1490000 | F 1490000 | G 99333 | D 223 | EPS 0.010 | L -7056414987036613672960.000 | R 4956.000 | Avg L -4735848984588331.000 | Avg R 0.496
U 1500000 | F 1500000 | G 100000 | D 225 | EPS 0.010 | L 813110232033354842112.000 | R 4930.000 | Avg L 542073488022236.562 | Avg R 0.493
