update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
3,3,1,0,0.9933333333333333,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
4,4,1,0,0.9933333333333333,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
5,5,1,0,0.9911111111111112,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
6,6,1,0,0.9888888888888889,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
6,6,2,0,0.9866666666666667,1.0,1,0.5,0.5,1.0,1,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
7,7,2,0,0.9866666666666667,1.0,1,0.5,0.5,1.0,1,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
8,8,2,0,0.9844444444444445,1.0,1,0.5,0.5,1.0,1,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
9,9,2,0,0.9822222222222222,1.0,1,0.5,0.5,1.0,1,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
9,9,3,0,0.98,1.0,1,0.3333333333333333,0.3333333333333333,1.0,1,0.333333333333,0.333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
10,10,3,0,0.98,1.0,1,0.3333333333333333,0.3333333333333333,1.0,1,0.333333333333,0.333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
11,11,3,0,0.9777777777777777,1.0,1,0.3333333333333333,0.3333333333333333,1.0,1,0.333333333333,0.333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
12,12,3,0,0.9755555555555555,1.0,1,0.3333333333333333,0.3333333333333333,1.0,1,0.333333333333,0.333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
12,12,4,0,0.9733333333333334,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
13,13,4,0,0.9733333333333334,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
14,14,4,0,0.9711111111111111,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
15,15,4,0,0.9688888888888889,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
15,15,5,0,0.9666666666666667,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
16,16,5,0,0.9666666666666667,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
17,17,5,0,0.9644444444444444,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
18,18,5,0,0.9622222222222222,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
18,18,6,0,0.96,2.998001,3,0.49966683333333334,0.5,2.998001,3,0.499666833333,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
19,19,6,0,0.96,2.998001,3,0.49966683333333334,0.5,2.998001,3,0.499666833333,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
20,20,6,0,0.9577777777777777,2.998001,3,0.49966683333333334,0.5,2.998001,3,0.499666833333,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
21,21,6,0,0.9555555555555556,2.998001,3,0.49966683333333334,0.5,2.998001,3,0.499666833333,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
21,21,7,0,0.9533333333333334,2.996002999,3,0.4280004284285714,0.42857142857142855,2.996002999,3,0.428000428429,0.428571428571
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
22,22,7,0,0.9533333333333334,2.996002999,3,0.4280004284285714,0.42857142857142855,2.996002999,3,0.428000428429,0.428571428571
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
23,23,7,0,0.9511111111111111,2.996002999,3,0.4280004284285714,0.42857142857142855,2.996002999,3,0.428000428429,0.428571428571
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
24,24,7,0,0.9488888888888889,2.996002999,3,0.4280004284285714,0.42857142857142855,2.996002999,3,0.428000428429,0.428571428571
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
24,24,8,0,0.9466666666666667,2.996002999,3,0.374500374875,0.375,2.996002999,3,0.374500374875,0.375
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
25,25,8,0,0.9466666666666667,2.996002999,3,0.374500374875,0.375,2.996002999,3,0.374500374875,0.375
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
26,26,8,0,0.9444444444444444,2.996002999,3,0.374500374875,0.375,2.996002999,3,0.374500374875,0.375
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
