update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
3,3,1,0,0.9866666666666667,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
4,4,1,0,0.98,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
5,5,1,0,0.9733333333333334,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
6,6,2,0,0.9666666666666667,2.0,2,1.0,1.0,2.0,2,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
7,7,2,0,0.96,2.0,2,1.0,1.0,2.0,2,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
8,8,2,0,0.9533333333333334,2.0,2,1.0,1.0,2.0,2,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
9,9,3,0,0.9466666666666667,2.999999,3,0.9999996666666666,1.0,2.999999,3,0.999999666667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
10,10,3,0,0.94,2.999999,3,0.9999996666666666,1.0,2.999999,3,0.999999666667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
11,11,3,0,0.9333333333333333,2.999999,3,0.9999996666666666,1.0,2.999999,3,0.999999666667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
12,12,4,0,0.9266666666666666,2.999999,3,0.74999975,0.75,2.999999,3,0.74999975,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
13,13,4,0,0.92,2.999999,3,0.74999975,0.75,2.999999,3,0.74999975,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
14,14,4,0,0.9133333333333333,2.999999,3,0.74999975,0.75,2.999999,3,0.74999975,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
15,15,5,0,0.9066666666666666,3.999999,4,0.7999997999999999,0.8,3.999999,4,0.7999998,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
16,16,5,0,0.9,3.999999,4,0.7999997999999999,0.8,3.999999,4,0.7999998,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
17,17,5,0,0.8933333333333333,3.999999,4,0.7999997999999999,0.8,3.999999,4,0.7999998,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
18,18,6,0,0.8866666666666667,4.999999009801,5,0.8333331683001667,0.8333333333333334,4.9999990098,5,0.8333331683,0.833333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
19,19,6,0,0.88,4.999999009801,5,0.8333331683001667,0.8333333333333334,4.9999990098,5,0.8333331683,0.833333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
20,20,6,0,0.8733333333333333,4.999999009801,5,0.8333331683001667,0.8333333333333334,4.9999990098,5,0.8333331683,0.833333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
21,21,7,0,0.8666666666666667,5.999999009801,6,0.8571427156858571,0.8571428571428571,5.9999990098,6,0.857142715686,0.857142857143
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
22,22,7,0,0.86,5.999999009801,6,0.8571427156858571,0.8571428571428571,5.9999990098,6,0.857142715686,0.857142857143
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
23,23,7,0,0.8533333333333333,5.999999009801,6,0.8571427156858571,0.8571428571428571,5.9999990098,6,0.857142715686,0.857142857143
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
24,24,8,0,0.8466666666666667,5.999999009801,6,0.749999876225125,0.75,5.9999990098,6,0.749999876225,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
25,25,8,0,0.84,5.999999009801,6,0.749999876225125,0.75,5.9999990098,6,0.749999876225,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
26,26,8,0,0.8333333333333334,5.999999009801,6,0.749999876225125,0.75,5.9999990098,6,0.749999876225,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
27,27,9,0,0.8266666666666667,5.99999900980002,6,0.6666665566444467,0.6666666666666666,5.9999990098,6,0.666666556644,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
28,28,9,0,0.8200000000000001,5.99999900980002,6,0.6666665566444467,0.6666666666666666,5.9999990098,6,0.666666556644,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
29,29,9,0,0.8133333333333334,5.99999900980002,6,0.6666665566444467,0.6666666666666666,5.9999990098,6,0.666666556644,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
30,30,10,0,0.8066666666666666,5.9999990097990406,6,0.5999999009799041,0.6,5.9999990098,6,0.59999990098,0.6
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
31,31,10,0,0.8,5.9999990097990406,6,0.5999999009799041,0.6,5.9999990098,6,0.59999990098,0.6
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
32,32,10,0,0.7933333333333333,5.9999990097990406,6,0.5999999009799041,0.6,5.9999990098,6,0.59999990098,0.6
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
33,33,11,0,0.7866666666666666,6.99999800979904,7,0.6363634554362764,0.6363636363636364,6.9999980098,7,0.636363455436,0.636363636364
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
34,34,11,0,0.78,6.99999800979904,7,0.6363634554362764,0.6363636363636364,6.9999980098,7,0.636363455436,0.636363636364
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
35,35,11,0,0.7733333333333333,6.99999800979904,7,0.6363634554362764,0.6363636363636364,6.9999980098,7,0.636363455436,0.636363636364
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
36,36,12,0,0.7666666666666666,6.99999800979904,7,0.5833331674832534,0.5833333333333334,6.9999980098,7,0.583333167483,0.583333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
37,37,12,0,0.76,6.99999800979904,7,0.5833331674832534,0.5833333333333334,6.9999980098,7,0.583333167483,0.583333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
38,38,12,0,0.7533333333333333,6.99999800979904,7,0.5833331674832534,0.5833333333333334,6.9999980098,7,0.583333167483,0.583333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
39,39,13,0,0.7466666666666666,7.999998019599061,8,0.6153844630460816,0.6153846153846154,7.9999980196,8,0.615384463046,0.615384615385
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
40,40,13,0,0.74,7.999998019599061,8,0.6153844630460816,0.6153846153846154,7.9999980196,8,0.615384463046,0.615384615385
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
41,41,13,0,0.7333333333333334,7.999998019599061,8,0.6153844630460816,0.6153846153846154,7.9999980196,8,0.615384463046,0.615384615385
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
42,42,14,0,0.7266666666666667,7.999998019599061,8,0.5714284299713615,0.5714285714285714,7.9999980196,8,0.571428429971,0.571428571429
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
43,43,14,0,0.72,7.999998019599061,8,0.5714284299713615,0.5714285714285714,7.9999980196,8,0.571428429971,0.571428571429
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
44,44,14,0,0.7133333333333334,7.999998019599061,8,0.5714284299713615,0.5714285714285714,7.9999980196,8,0.571428429971,0.571428571429
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
