update,frames,Games,duration,eps,Loss
55,55,3,0,0.928,1.01
update,frames,Games,duration,eps,Loss
56,56,3,0,0.9266666666666666,1.0099
update,frames,Games,duration,eps,Loss
57,57,3,0,0.9253333333333333,1.0199
update,frames,Games,duration,eps,Loss
58,58,3,0,0.924,1.0199
update,frames,Games,duration,eps,Loss
59,59,3,0,0.9226666666666666,1.0199
update,frames,Games,duration,eps,Loss
60,60,4,0,0.9213333333333333,2.019899
update,frames,Games,duration,eps,Loss
61,61,4,0,0.92,2.0199000000000003
update,frames,Games,duration,eps,Loss
62,62,4,0,0.9186666666666666,2.0199000000000003
update,frames,Games,duration,eps,Loss
63,63,4,0,0.9173333333333333,2.0199000000000003
update,frames,Games,duration,eps,Loss
64,64,4,0,0.916,2.0199
update,frames,Games,duration,eps,Loss
65,65,4,0,0.9146666666666666,2.0199
update,frames,Games,duration,eps,Loss
66,66,4,0,0.9133333333333333,2.0199
update,frames,Games,duration,eps,Loss
67,67,4,0,0.912,2.0199
update,frames,Games,duration,eps,Loss
68,68,4,0,0.9106666666666666,2.0199
update,frames,Games,duration,eps,Loss
69,69,4,0,0.9093333333333333,2.0199
update,frames,Games,duration,eps,Loss
70,70,4,0,0.908,2.0199
update,frames,Games,duration,eps,Loss
71,71,4,0,0.9066666666666666,2.0199
update,frames,Games,duration,eps,Loss
72,72,4,0,0.9053333333333333,2.0199
update,frames,Games,duration,eps,Loss
73,73,4,0,0.904,2.0199
update,frames,Games,duration,eps,Loss
74,74,4,0,0.9026666666666667,2.0199
update,frames,Games,duration,eps,Loss
75,75,5,0,0.9013333333333333,1.0198999999999998
update,frames,Games,duration,eps,Loss
76,76,5,0,0.9,1.0299009899999998
update,frames,Games,duration,eps,Loss
77,77,5,0,0.8986666666666667,1.0299009899999998
update,frames,Games,duration,eps,Loss
78,78,5,0,0.8973333333333333,1.0299009899999998
update,frames,Games,duration,eps,Loss
79,79,5,0,0.896,1.0299009899999998
update,frames,Games,duration,eps,Loss
80,80,5,0,0.8946666666666667,1.02990099
update,frames,Games,duration,eps,Loss
81,81,5,0,0.8933333333333333,1.02990099
update,frames,Games,duration,eps,Loss
82,82,5,0,0.892,1.02990099
update,frames,Games,duration,eps,Loss
83,83,5,0,0.8906666666666667,1.02990099
update,frames,Games,duration,eps,Loss
84,84,5,0,0.8893333333333333,1.02990099
update,frames,Games,duration,eps,Loss
85,85,5,0,0.888,1.02990099
update,frames,Games,duration,eps,Loss
86,86,5,0,0.8866666666666667,1.02990099
update,frames,Games,duration,eps,Loss
87,87,5,0,0.8853333333333333,1.02990099
update,frames,Games,duration,eps,Loss
88,88,5,0,0.884,1.02990099
update,frames,Games,duration,eps,Loss
89,89,5,0,0.8826666666666667,1.02990099
update,frames,Games,duration,eps,Loss
90,90,6,0,0.8813333333333333,0.029900990000000016
update,frames,Games,duration,eps,Loss
91,91,6,0,0.88,0.049801970100000016
update,frames,Games,duration,eps,Loss
92,92,6,0,0.8786666666666667,0.049801970100000016
update,frames,Games,duration,eps,Loss
93,93,6,0,0.8773333333333333,0.049801970100000016
update,frames,Games,duration,eps,Loss
94,94,6,0,0.876,0.049801970100000016
update,frames,Games,duration,eps,Loss
95,95,6,0,0.8746666666666667,0.049801970100000016
update,frames,Games,duration,eps,Loss
96,96,6,0,0.8733333333333333,0.04980197009999998
update,frames,Games,duration,eps,Loss
97,97,6,0,0.872,0.04980197009999998
update,frames,Games,duration,eps,Loss
98,98,6,0,0.8706666666666667,0.04980197009999998
update,frames,Games,duration,eps,Loss
99,99,6,0,0.8693333333333333,0.04980197009999998
update,frames,Games,duration,eps,Loss
100,100,6,0,0.868,0.04980197009999998
update,frames,Games,duration,eps,Loss
101,101,6,0,0.8666666666666667,0.04980197009999998
update,frames,Games,duration,eps,Loss
102,102,6,0,0.8653333333333333,0.04980197009999998
update,frames,Games,duration,eps,Loss
103,103,6,0,0.864,0.04980197009999998
update,frames,Games,duration,eps,Loss
104,104,6,0,0.8626666666666667,0.04980197009999998
update,frames,Games,duration,eps,Loss
105,105,7,0,0.8613333333333333,1.0498019700999999
update,frames,Games,duration,eps,Loss
106,106,7,0,0.86,1.0498019700999999
update,frames,Games,duration,eps,Loss
107,107,7,0,0.8586666666666667,1.0500009701
update,frames,Games,duration,eps,Loss
108,108,7,0,0.8573333333333333,1.0400009701
update,frames,Games,duration,eps,Loss
109,109,7,0,0.856,1.0400009701
update,frames,Games,duration,eps,Loss
110,110,7,0,0.8546666666666667,1.0400009701
update,frames,Games,duration,eps,Loss
111,111,7,0,0.8533333333333333,1.0400009701
update,frames,Games,duration,eps,Loss
112,112,7,0,0.852,1.0400009701
update,frames,Games,duration,eps,Loss
113,113,7,0,0.8506666666666667,1.0400009701
update,frames,Games,duration,eps,Loss
114,114,7,0,0.8493333333333333,1.0400009701
update,frames,Games,duration,eps,Loss
115,115,7,0,0.848,1.0400009701
update,frames,Games,duration,eps,Loss
116,116,7,0,0.8466666666666667,1.0400009701
update,frames,Games,duration,eps,Loss
117,117,7,0,0.8453333333333333,1.0400009701
update,frames,Games,duration,eps,Loss
118,118,7,0,0.844,1.0400009701
update,frames,Games,duration,eps,Loss
119,119,7,0,0.8426666666666667,1.0400009701
update,frames,Games,duration,eps,Loss
120,120,8,0,0.8413333333333333,2.0400009701000004
update,frames,Games,duration,eps,Loss
121,121,8,0,0.84,2.0400009701000004
update,frames,Games,duration,eps,Loss
122,122,8,0,0.8386666666666667,2.0400009701000004
update,frames,Games,duration,eps,Loss
123,123,8,0,0.8373333333333334,2.0400009701000004
update,frames,Games,duration,eps,Loss
124,124,8,0,0.836,2.0400009701000004
update,frames,Games,duration,eps,Loss
125,125,8,0,0.8346666666666667,2.0400009701000004
update,frames,Games,duration,eps,Loss
126,126,8,0,0.8333333333333334,2.0400009701000004
update,frames,Games,duration,eps,Loss
127,127,8,0,0.832,2.0400009701000004
update,frames,Games,duration,eps,Loss
128,128,8,0,0.8306666666666667,2.0400009701000004
update,frames,Games,duration,eps,Loss
129,129,8,0,0.8293333333333334,2.0400009700999995
update,frames,Games,duration,eps,Loss
130,130,8,0,0.8280000000000001,2.0400009700999995
update,frames,Games,duration,eps,Loss
131,131,8,0,0.8266666666666667,2.0400009700999995
update,frames,Games,duration,eps,Loss
132,132,8,0,0.8253333333333334,2.0400009700999995
update,frames,Games,duration,eps,Loss
133,133,8,0,0.8240000000000001,2.0400009700999995
update,frames,Games,duration,eps,Loss
134,134,8,0,0.8226666666666667,2.0400009700999995
update,frames,Games,duration,eps,Loss
135,135,9,0,0.8213333333333334,1.0399009700999997
update,frames,Games,duration,eps,Loss
136,136,9,0,0.8200000000000001,1.0399009700999997
update,frames,Games,duration,eps,Loss
137,137,9,0,0.8186666666666667,1.0399009700999997
update,frames,Games,duration,eps,Loss
138,138,9,0,0.8173333333333334,1.0399009700999997
update,frames,Games,duration,eps,Loss
139,139,9,0,0.8160000000000001,1.0399009700999997
update,frames,Games,duration,eps,Loss
140,140,9,0,0.8146666666666667,1.0399009700999997
update,frames,Games,duration,eps,Loss
141,141,9,0,0.8133333333333334,1.0399009700999997
update,frames,Games,duration,eps,Loss
142,142,9,0,0.812,1.0399009700999997
update,frames,Games,duration,eps,Loss
143,143,9,0,0.8106666666666666,1.0399009700999997
update,frames,Games,duration,eps,Loss
144,144,9,0,0.8093333333333333,1.0399009700999997
update,frames,Games,duration,eps,Loss
145,145,9,0,0.808,1.0399009700999997
update,frames,Games,duration,eps,Loss
146,146,9,0,0.8066666666666666,1.0399009700999997
update,frames,Games,duration,eps,Loss
147,147,9,0,0.8053333333333333,1.0399009700999997
update,frames,Games,duration,eps,Loss
148,148,9,0,0.804,1.0399009700999997
update,frames,Games,duration,eps,Loss
149,149,9,0,0.8026666666666666,1.0399009700999997
update,frames,Games,duration,eps,Loss
150,150,10,0,0.8013333333333333,2.0399009700999997
update,frames,Games,duration,eps,Loss
151,151,10,0,0.8,2.0500019701
update,frames,Games,duration,eps,Loss
152,152,10,0,0.7986666666666666,2.0500019700999994
update,frames,Games,duration,eps,Loss
153,153,10,0,0.7973333333333333,2.0498009800999997
update,frames,Games,duration,eps,Loss
154,154,10,0,0.796,2.0498009800999997
update,frames,Games,duration,eps,Loss
155,155,10,0,0.7946666666666666,2.0498009800999997
update,frames,Games,duration,eps,Loss
156,156,10,0,0.7933333333333333,2.0498009800999997
update,frames,Games,duration,eps,Loss
157,157,10,0,0.792,2.0498009800999997
update,frames,Games,duration,eps,Loss
158,158,10,0,0.7906666666666666,2.0498009800999997
update,frames,Games,duration,eps,Loss
159,159,10,0,0.7893333333333333,2.0498009800999997
update,frames,Games,duration,eps,Loss
160,160,10,0,0.788,2.0498009800999997
update,frames,Games,duration,eps,Loss
161,161,10,0,0.7866666666666666,2.0498009800999997
update,frames,Games,duration,eps,Loss
162,162,10,0,0.7853333333333333,2.0498009800999997
update,frames,Games,duration,eps,Loss
163,163,10,0,0.784,2.0498009800999997
update,frames,Games,duration,eps,Loss
164,164,10,0,0.7826666666666666,2.0498009800999997
update,frames,Games,duration,eps,Loss
165,165,11,0,0.7813333333333333,1.0498009801
update,frames,Games,duration,eps,Loss
166,166,11,0,0.78,1.0598009701
update,frames,Games,duration,eps,Loss
167,167,11,0,0.7786666666666666,1.0598009701
update,frames,Games,duration,eps,Loss
168,168,11,0,0.7773333333333333,1.0598009701000002
update,frames,Games,duration,eps,Loss
169,169,11,0,0.776,1.0598009701000002
update,frames,Games,duration,eps,Loss
170,170,11,0,0.7746666666666666,1.0598009701000002
update,frames,Games,duration,eps,Loss
171,171,11,0,0.7733333333333333,1.0598009701000002
update,frames,Games,duration,eps,Loss
172,172,11,0,0.772,1.0598009701000002
update,frames,Games,duration,eps,Loss
173,173,11,0,0.7706666666666666,1.0598009701000002
update,frames,Games,duration,eps,Loss
174,174,11,0,0.7693333333333333,1.0598009701000002
update,frames,Games,duration,eps,Loss
175,175,11,0,0.768,1.0598009701000002
update,frames,Games,duration,eps,Loss
176,176,11,0,0.7666666666666666,1.0598009701000002
update,frames,Games,duration,eps,Loss
177,177,11,0,0.7653333333333333,1.0598009701000002
update,frames,Games,duration,eps,Loss
178,178,11,0,0.764,1.0598009701000002
update,frames,Games,duration,eps,Loss
179,179,11,0,0.7626666666666666,1.0598009701000002
update,frames,Games,duration,eps,Loss
180,180,12,0,0.7613333333333333,0.049900980000000095
update,frames,Games,duration,eps,Loss
181,181,12,0,0.76,0.049900980000000095
update,frames,Games,duration,eps,Loss
182,182,12,0,0.7586666666666666,0.049900980000000095
update,frames,Games,duration,eps,Loss
183,183,12,0,0.7573333333333333,0.049900980000000095
update,frames,Games,duration,eps,Loss
184,184,12,0,0.756,0.049900979999999984
update,frames,Games,duration,eps,Loss
185,185,12,0,0.7546666666666667,0.049900979999999984
update,frames,Games,duration,eps,Loss
186,186,12,0,0.7533333333333333,0.049900979999999984
update,frames,Games,duration,eps,Loss
187,187,12,0,0.752,0.049900979999999984
update,frames,Games,duration,eps,Loss
188,188,12,0,0.7506666666666667,0.049900979999999984
update,frames,Games,duration,eps,Loss
189,189,12,0,0.7493333333333334,0.049900979999999984
update,frames,Games,duration,eps,Loss
190,190,12,0,0.748,0.049900979999999984
update,frames,Games,duration,eps,Loss
191,191,12,0,0.7466666666666666,0.049900979999999984
update,frames,Games,duration,eps,Loss
192,192,12,0,0.7453333333333334,0.049900980000000095
update,frames,Games,duration,eps,Loss
193,193,12,0,0.744,0.049900980000000095
update,frames,Games,duration,eps,Loss
194,194,12,0,0.7426666666666666,0.049900980000000095
update,frames,Games,duration,eps,Loss
195,195,13,0,0.7413333333333334,1.0300979999000002
update,frames,Games,duration,eps,Loss
196,196,13,0,0.74,1.03999799
update,frames,Games,duration,eps,Loss
197,197,13,0,0.7386666666666667,1.03999799
update,frames,Games,duration,eps,Loss
198,198,13,0,0.7373333333333334,1.03999799
update,frames,Games,duration,eps,Loss
199,199,13,0,0.736,1.03999799
update,frames,Games,duration,eps,Loss
200,200,13,0,0.7346666666666667,1.039996
update,frames,Games,duration,eps,Loss
201,201,13,0,0.7333333333333334,1.039996
update,frames,Games,duration,eps,Loss
202,202,13,0,0.732,1.039996
update,frames,Games,duration,eps,Loss
203,203,13,0,0.7306666666666667,1.039996
update,frames,Games,duration,eps,Loss
204,204,13,0,0.7293333333333334,1.039996
update,frames,Games,duration,eps,Loss
205,205,13,0,0.728,1.039996
update,frames,Games,duration,eps,Loss
206,206,13,0,0.7266666666666667,1.039996
update,frames,Games,duration,eps,Loss
207,207,13,0,0.7253333333333334,1.039996
update,frames,Games,duration,eps,Loss
208,208,13,0,0.724,1.039996
update,frames,Games,duration,eps,Loss
209,209,13,0,0.7226666666666667,1.039996
update,frames,Games,duration,eps,Loss
210,210,14,0,0.7213333333333334,0.020193000000000016
update,frames,Games,duration,eps,Loss
211,211,14,0,0.72,0.03999600000000002
update,frames,Games,duration,eps,Loss
212,212,14,0,0.7186666666666667,0.03999600000000002
update,frames,Games,duration,eps,Loss
213,213,14,0,0.7173333333333334,0.03999600000000002
update,frames,Games,duration,eps,Loss
214,214,14,0,0.716,0.020391030000000015
update,frames,Games,duration,eps,Loss
215,215,14,0,0.7146666666666667,0.030192020199000014
update,frames,Games,duration,eps,Loss
216,216,14,0,0.7133333333333334,0.030192020199000025
update,frames,Games,duration,eps,Loss
217,217,14,0,0.712,0.030192020199000025
update,frames,Games,duration,eps,Loss
218,218,14,0,0.7106666666666667,0.030192020199000025
update,frames,Games,duration,eps,Loss
219,219,14,0,0.7093333333333334,0.030192020199000025
update,frames,Games,duration,eps,Loss
220,220,14,0,0.708,0.030192020199000025
update,frames,Games,duration,eps,Loss
221,221,14,0,0.7066666666666667,0.030192020199000025
update,frames,Games,duration,eps,Loss
222,222,14,0,0.7053333333333334,0.030192020199000025
update,frames,Games,duration,eps,Loss
223,223,14,0,0.704,0.030192020199000025
update,frames,Games,duration,eps,Loss
224,224,14,0,0.7026666666666667,0.030192020198999803
update,frames,Games,duration,eps,Loss
225,225,15,0,0.7013333333333334,-0.9795109600980103
update,frames,Games,duration,eps,Loss
226,226,15,0,0.7,-0.9698079798010002
update,frames,Games,duration,eps,Loss
227,227,15,0,0.6986666666666667,-0.9698079798010002
update,frames,Games,duration,eps,Loss
228,228,15,0,0.6973333333333334,-0.9698079798010002
update,frames,Games,duration,eps,Loss
229,229,15,0,0.696,-0.9698079798010002
update,frames,Games,duration,eps,Loss
230,230,15,0,0.6946666666666667,-0.9698079798010002
update,frames,Games,duration,eps,Loss
231,231,15,0,0.6933333333333334,-0.9698079798010002
update,frames,Games,duration,eps,Loss
232,232,15,0,0.692,-0.9698079798010002
update,frames,Games,duration,eps,Loss
233,233,15,0,0.6906666666666667,-0.9698079798010002
update,frames,Games,duration,eps,Loss
234,234,15,0,0.6893333333333334,-0.9698079798010002
update,frames,Games,duration,eps,Loss
235,235,15,0,0.688,-0.9698079798010002
update,frames,Games,duration,eps,Loss
236,236,15,0,0.6866666666666666,-0.9698079798010002
update,frames,Games,duration,eps,Loss
237,237,15,0,0.6853333333333333,-0.9698079798010002
update,frames,Games,duration,eps,Loss
238,238,15,0,0.6839999999999999,-0.9698079798010002
update,frames,Games,duration,eps,Loss
239,239,15,0,0.6826666666666666,-0.9698079798010002
update,frames,Games,duration,eps,Loss
240,240,16,0,0.6813333333333333,0.020583139304960252
update,frames,Games,duration,eps,Loss
241,241,16,0,0.6799999999999999,0.030189089799000257
update,frames,Games,duration,eps,Loss
242,242,16,0,0.6786666666666666,0.030189089799000257
update,frames,Games,duration,eps,Loss
243,243,16,0,0.6773333333333333,0.030189089799000257
update,frames,Games,duration,eps,Loss
244,244,16,0,0.6759999999999999,0.030189089799000257
update,frames,Games,duration,eps,Loss
245,245,16,0,0.6746666666666667,0.040189089799000266
update,frames,Games,duration,eps,Loss
246,246,16,0,0.6733333333333333,0.040189089799000266
update,frames,Games,duration,eps,Loss
247,247,16,0,0.6719999999999999,0.06048414940297042
update,frames,Games,duration,eps,Loss
248,248,16,0,0.6706666666666667,0.060484149402970866
update,frames,Games,duration,eps,Loss
249,249,16,0,0.6693333333333333,0.06048414940297042
update,frames,Games,duration,eps,Loss
250,250,16,0,0.6679999999999999,0.06048414940297042
update,frames,Games,duration,eps,Loss
251,251,16,0,0.6666666666666667,0.06048414940297042
update,frames,Games,duration,eps,Loss
252,252,16,0,0.6653333333333333,0.06048414940297042
update,frames,Games,duration,eps,Loss
253,253,16,0,0.6639999999999999,0.06048414940297042
update,frames,Games,duration,eps,Loss
254,254,16,0,0.6626666666666667,0.06048414940297042
update,frames,Games,duration,eps,Loss
255,255,17,0,0.6613333333333333,1.051074258413871
update,frames,Games,duration,eps,Loss
256,256,17,0,0.6599999999999999,1.0604841494029709
update,frames,Games,duration,eps,Loss
257,257,17,0,0.6586666666666667,1.0604841494029706
update,frames,Games,duration,eps,Loss
258,258,17,0,0.6573333333333333,1.0604841494029706
update,frames,Games,duration,eps,Loss
259,259,17,0,0.656,1.0604841494029706
update,frames,Games,duration,eps,Loss
260,260,17,0,0.6546666666666667,1.0604841494029706
update,frames,Games,duration,eps,Loss
261,261,17,0,0.6533333333333333,1.0604841494029706
update,frames,Games,duration,eps,Loss
262,262,17,0,0.652,1.0604841494029706
update,frames,Games,duration,eps,Loss
263,263,17,0,0.6506666666666667,1.0604841494029706
update,frames,Games,duration,eps,Loss
264,264,17,0,0.6493333333333333,1.0604841494029706
update,frames,Games,duration,eps,Loss
265,265,17,0,0.648,1.0604841494029706
update,frames,Games,duration,eps,Loss
266,266,17,0,0.6466666666666667,1.0604841494029706
update,frames,Games,duration,eps,Loss
267,267,17,0,0.6453333333333333,1.0604841494029706
update,frames,Games,duration,eps,Loss
268,268,17,0,0.644,1.0604841494029706
update,frames,Games,duration,eps,Loss
269,269,17,0,0.6426666666666667,1.0604841494029706
update,frames,Games,duration,eps,Loss
270,270,18,0,0.6413333333333333,0.05116835732376224
update,frames,Games,duration,eps,Loss
271,271,18,0,0.64,0.060484149402970644
update,frames,Games,duration,eps,Loss
272,272,18,0,0.6386666666666667,0.0604841494029702
update,frames,Games,duration,eps,Loss
273,273,18,0,0.6373333333333333,0.0604841494029702
update,frames,Games,duration,eps,Loss
274,274,18,0,0.636,0.0604841494029702
update,frames,Games,duration,eps,Loss
275,275,18,0,0.6346666666666667,0.0604841494029702
update,frames,Games,duration,eps,Loss
276,276,18,0,0.6333333333333333,0.0604841494029702
update,frames,Games,duration,eps,Loss
277,277,18,0,0.632,0.0604841494029702
update,frames,Games,duration,eps,Loss
278,278,18,0,0.6306666666666667,0.0604841494029702
update,frames,Games,duration,eps,Loss
279,279,18,0,0.6293333333333333,0.0604841494029702
update,frames,Games,duration,eps,Loss
280,280,18,0,0.628,0.0604841494029702
update,frames,Games,duration,eps,Loss
281,281,18,0,0.6266666666666667,0.0604841494029702
update,frames,Games,duration,eps,Loss
282,282,18,0,0.6253333333333333,0.0604841494029702
update,frames,Games,duration,eps,Loss
283,283,18,0,0.624,0.0604841494029702
update,frames,Games,duration,eps,Loss
284,284,18,0,0.6226666666666667,0.0604841494029702
update,frames,Games,duration,eps,Loss
285,285,19,0,0.6213333333333333,-0.9395158505970298
update,frames,Games,duration,eps,Loss
286,286,19,0,0.62,-0.9302932164386133
update,frames,Games,duration,eps,Loss
287,287,19,0,0.6186666666666667,-0.9302932164386133
update,frames,Games,duration,eps,Loss
288,288,19,0,0.6173333333333333,-0.930293216438614
update,frames,Games,duration,eps,Loss
289,289,19,0,0.616,-0.930293216438614
update,frames,Games,duration,eps,Loss
290,290,19,0,0.6146666666666667,-0.930293216438614
update,frames,Games,duration,eps,Loss
291,291,19,0,0.6133333333333333,-0.9394236242554461
update,frames,Games,duration,eps,Loss
292,292,19,0,0.612,-0.930293216438614
update,frames,Games,duration,eps,Loss
293,293,19,0,0.6106666666666667,-0.930293216438614
update,frames,Games,duration,eps,Loss
294,294,19,0,0.6093333333333333,-0.930293216438614
update,frames,Games,duration,eps,Loss
295,295,19,0,0.608,-0.930293216438614
update,frames,Games,duration,eps,Loss
296,296,19,0,0.6066666666666667,-0.930293216438614
update,frames,Games,duration,eps,Loss
297,297,19,0,0.6053333333333333,-0.930293216438614
update,frames,Games,duration,eps,Loss
298,298,19,0,0.604,-0.930293216438614
update,frames,Games,duration,eps,Loss
299,299,19,0,0.6026666666666667,-0.930293216438614
update,frames,Games,duration,eps,Loss
300,300,20,0,0.6013333333333333,0.060667679822722254
update,frames,Games,duration,eps,Loss
301,301,20,0,0.6,0.06970678356138615
update,frames,Games,duration,eps,Loss
302,302,20,0,0.5986666666666667,0.06970875366138618
update,frames,Games,duration,eps,Loss
303,303,20,0,0.5973333333333333,0.06970875366138618
update,frames,Games,duration,eps,Loss
304,304,20,0,0.596,0.06970875366138585
update,frames,Games,duration,eps,Loss
305,305,20,0,0.5946666666666667,0.06970875366138585
update,frames,Games,duration,eps,Loss
306,306,20,0,0.5933333333333333,0.06970875366138585
update,frames,Games,duration,eps,Loss
307,307,20,0,0.5920000000000001,0.06970875366138585
update,frames,Games,duration,eps,Loss
308,308,20,0,0.5906666666666667,0.06970875366138585
update,frames,Games,duration,eps,Loss
309,309,20,0,0.5893333333333333,0.06970875366138585
update,frames,Games,duration,eps,Loss
310,310,20,0,0.5880000000000001,0.06970875366138585
update,frames,Games,duration,eps,Loss
311,311,20,0,0.5866666666666667,0.06970875366138585
update,frames,Games,duration,eps,Loss
312,312,20,0,0.5853333333333333,0.06970875366138585
update,frames,Games,duration,eps,Loss
313,313,20,0,0.5840000000000001,0.06970875366138585
update,frames,Games,duration,eps,Loss
314,314,20,0,0.5826666666666667,0.06970875366138585
update,frames,Games,duration,eps,Loss
315,315,21,0,0.5813333333333333,1.0607600409601083
update,frames,Games,duration,eps,Loss
316,316,21,0,0.5800000000000001,1.0607600409601083
update,frames,Games,duration,eps,Loss
317,317,21,0,0.5786666666666667,1.0705755784729996
update,frames,Games,duration,eps,Loss
318,318,21,0,0.5773333333333333,1.0606755784729995
update,frames,Games,duration,eps,Loss
319,319,21,0,0.5760000000000001,1.0606755784729995
update,frames,Games,duration,eps,Loss
320,320,21,0,0.5746666666666667,1.0606755784730004
update,frames,Games,duration,eps,Loss
321,321,21,0,0.5733333333333333,1.0606755784730004
update,frames,Games,duration,eps,Loss
322,322,21,0,0.5720000000000001,1.0606755784730004
update,frames,Games,duration,eps,Loss
323,323,21,0,0.5706666666666667,1.0606755784730004
update,frames,Games,duration,eps,Loss
324,324,21,0,0.5693333333333334,1.0606755784730004
update,frames,Games,duration,eps,Loss
325,325,21,0,0.5680000000000001,1.0606755784730004
update,frames,Games,duration,eps,Loss
326,326,21,0,0.5666666666666667,1.0606755784730004
update,frames,Games,duration,eps,Loss
327,327,21,0,0.5653333333333334,1.0606755784730004
update,frames,Games,duration,eps,Loss
328,328,21,0,0.5640000000000001,1.0606755784730004
update,frames,Games,duration,eps,Loss
329,329,21,0,0.5626666666666666,1.0606755784730004
update,frames,Games,duration,eps,Loss
330,330,22,0,0.5613333333333334,0.05089011648193131
update,frames,Games,duration,eps,Loss
331,331,22,0,0.56,0.07067557847300043
update,frames,Games,duration,eps,Loss
332,332,22,0,0.5586666666666666,0.09058147956310925
update,frames,Games,duration,eps,Loss
333,333,22,0,0.5573333333333333,0.09058147956310925
update,frames,Games,duration,eps,Loss
334,334,22,0,0.556,0.09058147956310925
update,frames,Games,duration,eps,Loss
335,335,22,0,0.5546666666666666,0.09058147956310925
update,frames,Games,duration,eps,Loss
336,336,22,0,0.5533333333333333,0.09058147956310969
update,frames,Games,duration,eps,Loss
337,337,22,0,0.552,0.08058147956310968
update,frames,Games,duration,eps,Loss
338,338,22,0,0.5506666666666666,0.08058147956310968
update,frames,Games,duration,eps,Loss
339,339,22,0,0.5493333333333333,0.08058147956310968
update,frames,Games,duration,eps,Loss
340,340,22,0,0.548,0.08058147956310968
update,frames,Games,duration,eps,Loss
341,341,22,0,0.5466666666666666,0.08058147956310968
update,frames,Games,duration,eps,Loss
342,342,22,0,0.5453333333333333,0.08058147956310968
update,frames,Games,duration,eps,Loss
343,343,22,0,0.544,0.08058147956310968
update,frames,Games,duration,eps,Loss
344,344,22,0,0.5426666666666666,0.0805814795631099
update,frames,Games,duration,eps,Loss
345,345,23,0,0.5413333333333333,-0.9190061278080484
update,frames,Games,duration,eps,Loss
346,346,23,0,0.54,-0.909858415106771
update,frames,Games,duration,eps,Loss
347,347,23,0,0.5386666666666666,-0.909858415106771
update,frames,Games,duration,eps,Loss
348,348,23,0,0.5373333333333333,-0.909858415106771
update,frames,Games,duration,eps,Loss
349,349,23,0,0.536,-0.909858415106771
update,frames,Games,duration,eps,Loss
350,350,23,0,0.5346666666666666,-0.909858415106771
update,frames,Games,duration,eps,Loss
