main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=450, eps_start=1.0, frames=1500, games=500, gamma=0.99, log_interval=1, lr=0.001, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.993 | L 0.485 | R 1.000 | Avg L 0.485 | Avg R 1.000
U 52 | F 52 | G 17 | D 0 | EPS 0.887 | L -2.758 | R 6.000 | Avg L -0.162 | Avg R 0.353
U 53 | F 53 | G 17 | D 0 | EPS 0.884 | L -2.758 | R 6.000 | Avg L -0.162 | Avg R 0.353
U 54 | F 54 | G 17 | D 0 | EPS 0.882 | L -2.758 | R 6.000 | Avg L -0.162 | Avg R 0.353
U 54 | F 54 | G 18 | D 0 | EPS 0.880 | L -2.273 | R 7.000 | Avg L -0.126 | Avg R 0.389
U 55 | F 55 | G 18 | D 0 | EPS 0.880 | L -2.273 | R 7.000 | Avg L -0.126 | Avg R 0.389
U 56 | F 56 | G 18 | D 0 | EPS 0.878 | L -2.273 | R 7.000 | Avg L -0.126 | Avg R 0.389
U 57 | F 57 | G 18 | D 0 | EPS 0.876 | L -2.273 | R 7.000 | Avg L -0.126 | Avg R 0.389
U 57 | F 57 | G 19 | D 0 | EPS 0.873 | L -2.788 | R 7.000 | Avg L -0.147 | Avg R 0.368
U 58 | F 58 | G 19 | D 0 | EPS 0.873 | L -2.788 | R 7.000 | Avg L -0.147 | Avg R 0.368
U 59 | F 59 | G 19 | D 0 | EPS 0.871 | L -2.788 | R 7.000 | Avg L -0.147 | Avg R 0.368
U 60 | F 60 | G 19 | D 0 | EPS 0.869 | L -2.788 | R 7.000 | Avg L -0.147 | Avg R 0.368
U 60 | F 60 | G 20 | D 0 | EPS 0.867 | L -2.303 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 61 | F 61 | G 20 | D 0 | EPS 0.867 | L -2.303 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 62 | F 62 | G 20 | D 0 | EPS 0.864 | L -2.303 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 63 | F 63 | G 20 | D 0 | EPS 0.862 | L -2.303 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 63 | F 63 | G 21 | D 0 | EPS 0.860 | L -1.818 | R 9.000 | Avg L -0.087 | Avg R 0.429
U 64 | F 64 | G 21 | D 0 | EPS 0.860 | L -1.818 | R 9.000 | Avg L -0.087 | Avg R 0.429
U 65 | F 65 | G 21 | D 0 | EPS 0.858 | L -1.818 | R 9.000 | Avg L -0.087 | Avg R 0.429
U 66 | F 66 | G 21 | D 0 | EPS 0.856 | L -1.818 | R 9.000 | Avg L -0.087 | Avg R 0.429
U 66 | F 66 | G 22 | D 0 | EPS 0.853 | L -2.333 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 67 | F 67 | G 22 | D 0 | EPS 0.853 | L -2.333 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 68 | F 68 | G 22 | D 0 | EPS 0.851 | L -2.333 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 69 | F 69 | G 22 | D 0 | EPS 0.849 | L -2.333 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 69 | F 69 | G 23 | D 0 | EPS 0.847 | L -1.848 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 70 | F 70 | G 23 | D 0 | EPS 0.847 | L -1.848 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 71 | F 71 | G 23 | D 0 | EPS 0.844 | L -1.848 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 72 | F 72 | G 23 | D 0 | EPS 0.842 | L -1.848 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 72 | F 72 | G 24 | D 0 | EPS 0.840 | L -1.363 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 73 | F 73 | G 24 | D 0 | EPS 0.840 | L -1.363 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 74 | F 74 | G 24 | D 0 | EPS 0.838 | L -1.363 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 75 | F 75 | G 24 | D 0 | EPS 0.836 | L -1.363 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 75 | F 75 | G 25 | D 0 | EPS 0.833 | L -1.878 | R 11.000 | Avg L -0.075 | Avg R 0.440
U 76 | F 76 | G 25 | D 0 | EPS 0.833 | L -1.878 | R 11.000 | Avg L -0.075 | Avg R 0.440
U 77 | F 77 | G 25 | D 0 | EPS 0.831 | L -1.878 | R 11.000 | Avg L -0.075 | Avg R 0.440
U 78 | F 78 | G 25 | D 0 | EPS 0.829 | L -1.878 | R 11.000 | Avg L -0.075 | Avg R 0.440
U 78 | F 78 | G 26 | D 0 | EPS 0.827 | L -2.393 | R 11.000 | Avg L -0.092 | Avg R 0.423
U 79 | F 79 | G 26 | D 0 | EPS 0.827 | L -2.393 | R 11.000 | Avg L -0.092 | Avg R 0.423
U 80 | F 80 | G 26 | D 0 | EPS 0.824 | L -2.393 | R 11.000 | Avg L -0.092 | Avg R 0.423
U 81 | F 81 | G 26 | D 0 | EPS 0.822 | L -2.393 | R 11.000 | Avg L -0.092 | Avg R 0.423
U 81 | F 81 | G 27 | D 0 | EPS 0.820 | L -1.907 | R 12.000 | Avg L -0.071 | Avg R 0.444
U 82 | F 82 | G 27 | D 0 | EPS 0.820 | L -1.907 | R 12.000 | Avg L -0.071 | Avg R 0.444
U 83 | F 83 | G 27 | D 0 | EPS 0.818 | L -1.907 | R 12.000 | Avg L -0.071 | Avg R 0.444
U 84 | F 84 | G 27 | D 0 | EPS 0.816 | L -1.907 | R 12.000 | Avg L -0.071 | Avg R 0.444
U 84 | F 84 | G 28 | D 0 | EPS 0.813 | L -1.422 | R 13.000 | Avg L -0.051 | Avg R 0.464
U 85 | F 85 | G 28 | D 0 | EPS 0.813 | L -1.422 | R 13.000 | Avg L -0.051 | Avg R 0.464
U 86 | F 86 | G 28 | D 0 | EPS 0.811 | L -1.422 | R 13.000 | Avg L -0.051 | Avg R 0.464
U 87 | F 87 | G 28 | D 0 | EPS 0.809 | L -1.422 | R 13.000 | Avg L -0.051 | Avg R 0.464
U 87 | F 87 | G 29 | D 0 | EPS 0.807 | L -1.937 | R 13.000 | Avg L -0.067 | Avg R 0.448
U 88 | F 88 | G 29 | D 0 | EPS 0.807 | L -1.937 | R 13.000 | Avg L -0.067 | Avg R 0.448
U 89 | F 89 | G 29 | D 0 | EPS 0.804 | L -1.937 | R 13.000 | Avg L -0.067 | Avg R 0.448
U 90 | F 90 | G 29 | D 0 | EPS 0.802 | L -1.937 | R 13.000 | Avg L -0.067 | Avg R 0.448
U 90 | F 90 | G 30 | D 0 | EPS 0.800 | L -2.454 | R 13.000 | Avg L -0.082 | Avg R 0.433
U 91 | F 91 | G 30 | D 0 | EPS 0.800 | L -2.454 | R 13.000 | Avg L -0.082 | Avg R 0.433
U 92 | F 92 | G 30 | D 0 | EPS 0.798 | L -2.454 | R 13.000 | Avg L -0.082 | Avg R 0.433
U 93 | F 93 | G 30 | D 0 | EPS 0.796 | L -2.454 | R 13.000 | Avg L -0.082 | Avg R 0.433
U 93 | F 93 | G 31 | D 0 | EPS 0.793 | L -2.969 | R 13.000 | Avg L -0.096 | Avg R 0.419
U 94 | F 94 | G 31 | D 0 | EPS 0.793 | L -2.969 | R 13.000 | Avg L -0.096 | Avg R 0.419
U 95 | F 95 | G 31 | D 0 | EPS 0.791 | L -2.969 | R 13.000 | Avg L -0.096 | Avg R 0.419
U 96 | F 96 | G 31 | D 0 | EPS 0.789 | L -2.969 | R 13.000 | Avg L -0.096 | Avg R 0.419
U 96 | F 96 | G 32 | D 0 | EPS 0.787 | L -3.484 | R 13.000 | Avg L -0.109 | Avg R 0.406
U 97 | F 97 | G 32 | D 0 | EPS 0.787 | L -3.484 | R 13.000 | Avg L -0.109 | Avg R 0.406
U 98 | F 98 | G 32 | D 0 | EPS 0.784 | L -3.484 | R 13.000 | Avg L -0.109 | Avg R 0.406
U 99 | F 99 | G 32 | D 0 | EPS 0.782 | L -3.484 | R 13.000 | Avg L -0.109 | Avg R 0.406
U 99 | F 99 | G 33 | D 0 | EPS 0.780 | L -3.999 | R 13.000 | Avg L -0.121 | Avg R 0.394
U 100 | F 100 | G 33 | D 0 | EPS 0.780 | L -3.999 | R 13.000 | Avg L -0.121 | Avg R 0.394
U 101 | F 101 | G 33 | D 0 | EPS 0.778 | L -3.999 | R 13.000 | Avg L -0.121 | Avg R 0.394
U 102 | F 102 | G 33 | D 0 | EPS 0.776 | L -3.999 | R 13.000 | Avg L -0.121 | Avg R 0.394
U 102 | F 102 | G 34 | D 0 | EPS 0.773 | L -4.513 | R 13.000 | Avg L -0.133 | Avg R 0.382
U 103 | F 103 | G 34 | D 0 | EPS 0.773 | L -4.513 | R 13.000 | Avg L -0.133 | Avg R 0.382
U 104 | F 104 | G 34 | D 0 | EPS 0.771 | L -4.513 | R 13.000 | Avg L -0.133 | Avg R 0.382
U 105 | F 105 | G 34 | D 0 | EPS 0.769 | L -4.513 | R 13.000 | Avg L -0.133 | Avg R 0.382
U 105 | F 105 | G 35 | D 0 | EPS 0.767 | L -5.028 | R 13.000 | Avg L -0.144 | Avg R 0.371
U 106 | F 106 | G 35 | D 0 | EPS 0.767 | L -5.028 | R 13.000 | Avg L -0.144 | Avg R 0.371
U 107 | F 107 | G 35 | D 0 | EPS 0.764 | L -5.028 | R 13.000 | Avg L -0.144 | Avg R 0.371
U 108 | F 108 | G 35 | D 0 | EPS 0.762 | L -5.028 | R 13.000 | Avg L -0.144 | Avg R 0.371
U 108 | F 108 | G 36 | D 0 | EPS 0.760 | L -4.544 | R 14.000 | Avg L -0.126 | Avg R 0.389
U 109 | F 109 | G 36 | D 0 | EPS 0.760 | L -4.544 | R 14.000 | Avg L -0.126 | Avg R 0.389
U 110 | F 110 | G 36 | D 0 | EPS 0.758 | L -4.544 | R 14.000 | Avg L -0.126 | Avg R 0.389
U 111 | F 111 | G 36 | D 0 | EPS 0.756 | L -4.544 | R 14.000 | Avg L -0.126 | Avg R 0.389
U 111 | F 111 | G 37 | D 0 | EPS 0.753 | L -5.059 | R 14.000 | Avg L -0.137 | Avg R 0.378
U 112 | F 112 | G 37 | D 0 | EPS 0.753 | L -5.059 | R 14.000 | Avg L -0.137 | Avg R 0.378
U 113 | F 113 | G 37 | D 0 | EPS 0.751 | L -5.059 | R 14.000 | Avg L -0.137 | Avg R 0.378
U 114 | F 114 | G 37 | D 0 | EPS 0.749 | L -5.059 | R 14.000 | Avg L -0.137 | Avg R 0.378
U 114 | F 114 | G 38 | D 0 | EPS 0.747 | L -4.574 | R 15.000 | Avg L -0.120 | Avg R 0.395
U 115 | F 115 | G 38 | D 0 | EPS 0.747 | L -4.574 | R 15.000 | Avg L -0.120 | Avg R 0.395
U 116 | F 116 | G 38 | D 0 | EPS 0.744 | L -4.574 | R 15.000 | Avg L -0.120 | Avg R 0.395
U 117 | F 117 | G 38 | D 0 | EPS 0.742 | L -4.574 | R 15.000 | Avg L -0.120 | Avg R 0.395
U 117 | F 117 | G 39 | D 0 | EPS 0.740 | L -4.089 | R 16.000 | Avg L -0.105 | Avg R 0.410
U 118 | F 118 | G 39 | D 0 | EPS 0.740 | L -4.089 | R 16.000 | Avg L -0.105 | Avg R 0.410
U 119 | F 119 | G 39 | D 0 | EPS 0.738 | L -4.089 | R 16.000 | Avg L -0.105 | Avg R 0.410
U 120 | F 120 | G 39 | D 0 | EPS 0.736 | L -4.089 | R 16.000 | Avg L -0.105 | Avg R 0.410
U 120 | F 120 | G 40 | D 0 | EPS 0.733 | L -4.604 | R 16.000 | Avg L -0.115 | Avg R 0.400
U 121 | F 121 | G 40 | D 0 | EPS 0.733 | L -4.604 | R 16.000 | Avg L -0.115 | Avg R 0.400
U 122 | F 122 | G 40 | D 0 | EPS 0.731 | L -4.604 | R 16.000 | Avg L -0.115 | Avg R 0.400
U 123 | F 123 | G 40 | D 0 | EPS 0.729 | L -4.604 | R 16.000 | Avg L -0.115 | Avg R 0.400
U 123 | F 123 | G 41 | D 0 | EPS 0.727 | L -5.119 | R 16.000 | Avg L -0.125 | Avg R 0.390
U 124 | F 124 | G 41 | D 0 | EPS 0.727 | L -5.119 | R 16.000 | Avg L -0.125 | Avg R 0.390
U 125 | F 125 | G 41 | D 0 | EPS 0.724 | L -5.119 | R 16.000 | Avg L -0.125 | Avg R 0.390
U 126 | F 126 | G 41 | D 0 | EPS 0.722 | L -5.119 | R 16.000 | Avg L -0.125 | Avg R 0.390
U 126 | F 126 | G 42 | D 0 | EPS 0.720 | L -4.633 | R 17.000 | Avg L -0.110 | Avg R 0.405
U 127 | F 127 | G 42 | D 0 | EPS 0.720 | L -4.633 | R 17.000 | Avg L -0.110 | Avg R 0.405
U 128 | F 128 | G 42 | D 0 | EPS 0.718 | L -4.633 | R 17.000 | Avg L -0.110 | Avg R 0.405
U 129 | F 129 | G 42 | D 0 | EPS 0.716 | L -4.633 | R 17.000 | Avg L -0.110 | Avg R 0.405
U 129 | F 129 | G 43 | D 0 | EPS 0.713 | L -5.148 | R 17.000 | Avg L -0.120 | Avg R 0.395
U 130 | F 130 | G 43 | D 0 | EPS 0.713 | L -5.148 | R 17.000 | Avg L -0.120 | Avg R 0.395
U 131 | F 131 | G 43 | D 0 | EPS 0.711 | L -5.148 | R 17.000 | Avg L -0.120 | Avg R 0.395
U 132 | F 132 | G 43 | D 0 | EPS 0.709 | L -5.148 | R 17.000 | Avg L -0.120 | Avg R 0.395
U 132 | F 132 | G 44 | D 0 | EPS 0.707 | L -4.660 | R 18.000 | Avg L -0.106 | Avg R 0.409
U 133 | F 133 | G 44 | D 0 | EPS 0.707 | L -4.660 | R 18.000 | Avg L -0.106 | Avg R 0.409
U 134 | F 134 | G 44 | D 0 | EPS 0.704 | L -4.660 | R 18.000 | Avg L -0.106 | Avg R 0.409
U 135 | F 135 | G 44 | D 0 | EPS 0.702 | L -4.660 | R 18.000 | Avg L -0.106 | Avg R 0.409
U 135 | F 135 | G 45 | D 0 | EPS 0.700 | L -4.175 | R 19.000 | Avg L -0.093 | Avg R 0.422
U 136 | F 136 | G 45 | D 0 | EPS 0.700 | L -4.175 | R 19.000 | Avg L -0.093 | Avg R 0.422
U 137 | F 137 | G 45 | D 0 | EPS 0.698 | L -4.175 | R 19.000 | Avg L -0.093 | Avg R 0.422
U 138 | F 138 | G 45 | D 0 | EPS 0.696 | L -4.175 | R 19.000 | Avg L -0.093 | Avg R 0.422
U 138 | F 138 | G 46 | D 0 | EPS 0.693 | L -3.692 | R 20.000 | Avg L -0.080 | Avg R 0.435
U 139 | F 139 | G 46 | D 0 | EPS 0.693 | L -3.692 | R 20.000 | Avg L -0.080 | Avg R 0.435
U 140 | F 140 | G 46 | D 0 | EPS 0.691 | L -3.692 | R 20.000 | Avg L -0.080 | Avg R 0.435
U 141 | F 141 | G 46 | D 0 | EPS 0.689 | L -3.692 | R 20.000 | Avg L -0.080 | Avg R 0.435
U 141 | F 141 | G 47 | D 0 | EPS 0.687 | L -3.208 | R 21.000 | Avg L -0.068 | Avg R 0.447
U 142 | F 142 | G 47 | D 0 | EPS 0.687 | L -3.208 | R 21.000 | Avg L -0.068 | Avg R 0.447
U 143 | F 143 | G 47 | D 0 | EPS 0.684 | L -3.208 | R 21.000 | Avg L -0.068 | Avg R 0.447
U 144 | F 144 | G 47 | D 0 | EPS 0.682 | L -3.208 | R 21.000 | Avg L -0.068 | Avg R 0.447
U 144 | F 144 | G 48 | D 0 | EPS 0.680 | L -2.724 | R 22.000 | Avg L -0.057 | Avg R 0.458
U 145 | F 145 | G 48 | D 0 | EPS 0.680 | L -2.724 | R 22.000 | Avg L -0.057 | Avg R 0.458
U 146 | F 146 | G 48 | D 0 | EPS 0.678 | L -2.724 | R 22.000 | Avg L -0.057 | Avg R 0.458
U 147 | F 147 | G 48 | D 0 | EPS 0.676 | L -2.724 | R 22.000 | Avg L -0.057 | Avg R 0.458
U 147 | F 147 | G 49 | D 0 | EPS 0.673 | L -2.238 | R 23.000 | Avg L -0.046 | Avg R 0.469
U 148 | F 148 | G 49 | D 0 | EPS 0.673 | L -2.238 | R 23.000 | Avg L -0.046 | Avg R 0.469
U 149 | F 149 | G 49 | D 0 | EPS 0.671 | L -2.238 | R 23.000 | Avg L -0.046 | Avg R 0.469
U 150 | F 150 | G 49 | D 0 | EPS 0.669 | L -2.238 | R 23.000 | Avg L -0.046 | Avg R 0.469
U 150 | F 150 | G 50 | D 0 | EPS 0.667 | L -2.753 | R 23.000 | Avg L -0.055 | Avg R 0.460
U 151 | F 151 | G 50 | D 0 | EPS 0.667 | L -2.753 | R 23.000 | Avg L -0.055 | Avg R 0.460
U 152 | F 152 | G 50 | D 0 | EPS 0.664 | L -2.753 | R 23.000 | Avg L -0.055 | Avg R 0.460
U 153 | F 153 | G 50 | D 0 | EPS 0.662 | L -2.753 | R 23.000 | Avg L -0.055 | Avg R 0.460
U 153 | F 153 | G 51 | D 0 | EPS 0.660 | L -3.268 | R 23.000 | Avg L -0.064 | Avg R 0.451
U 154 | F 154 | G 51 | D 0 | EPS 0.660 | L -3.268 | R 23.000 | Avg L -0.064 | Avg R 0.451
U 155 | F 155 | G 51 | D 0 | EPS 0.658 | L -3.268 | R 23.000 | Avg L -0.064 | Avg R 0.451
U 156 | F 156 | G 51 | D 0 | EPS 0.656 | L -3.268 | R 23.000 | Avg L -0.064 | Avg R 0.451
U 156 | F 156 | G 52 | D 0 | EPS 0.653 | L -3.783 | R 23.000 | Avg L -0.073 | Avg R 0.442
U 157 | F 157 | G 52 | D 0 | EPS 0.653 | L -3.783 | R 23.000 | Avg L -0.073 | Avg R 0.442
U 158 | F 158 | G 52 | D 0 | EPS 0.651 | L -3.783 | R 23.000 | Avg L -0.073 | Avg R 0.442
U 159 | F 159 | G 52 | D 0 | EPS 0.649 | L -3.783 | R 23.000 | Avg L -0.073 | Avg R 0.442
U 159 | F 159 | G 53 | D 0 | EPS 0.647 | L -3.296 | R 24.000 | Avg L -0.062 | Avg R 0.453
U 160 | F 160 | G 53 | D 0 | EPS 0.647 | L -3.296 | R 24.000 | Avg L -0.062 | Avg R 0.453
U 161 | F 161 | G 53 | D 0 | EPS 0.644 | L -3.296 | R 24.000 | Avg L -0.062 | Avg R 0.453
U 162 | F 162 | G 53 | D 0 | EPS 0.642 | L -3.296 | R 24.000 | Avg L -0.062 | Avg R 0.453
U 162 | F 162 | G 54 | D 0 | EPS 0.640 | L -2.811 | R 25.000 | Avg L -0.052 | Avg R 0.463
U 163 | F 163 | G 54 | D 0 | EPS 0.640 | L -2.811 | R 25.000 | Avg L -0.052 | Avg R 0.463
U 164 | F 164 | G 54 | D 0 | EPS 0.638 | L -2.811 | R 25.000 | Avg L -0.052 | Avg R 0.463
U 165 | F 165 | G 54 | D 0 | EPS 0.636 | L -2.811 | R 25.000 | Avg L -0.052 | Avg R 0.463
U 165 | F 165 | G 55 | D 0 | EPS 0.633 | L -2.324 | R 26.000 | Avg L -0.042 | Avg R 0.473
U 166 | F 166 | G 55 | D 0 | EPS 0.633 | L -2.324 | R 26.000 | Avg L -0.042 | Avg R 0.473
U 167 | F 167 | G 55 | D 0 | EPS 0.631 | L -2.324 | R 26.000 | Avg L -0.042 | Avg R 0.473
U 168 | F 168 | G 55 | D 0 | EPS 0.629 | L -2.324 | R 26.000 | Avg L -0.042 | Avg R 0.473
