update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
15,15,1,0,0.9813333333333333,1.0,1,0.06666666666666667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
16,16,1,0,0.98,1.0,1,0.0625,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
17,17,1,0,0.9786666666666667,1.0,1,0.058823529411764705,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
18,18,1,0,0.9773333333333334,1.0,1,0.05555555555555555,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
19,19,1,0,0.976,1.0,1,0.05263157894736842,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
20,20,1,0,0.9746666666666667,1.0,1,0.05,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
21,21,1,0,0.9733333333333334,1.0,1,0.047619047619047616,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
22,22,1,0,0.972,1.0,1,0.045454545454545456,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
23,23,1,0,0.9706666666666667,1.0,1,0.043478260869565216,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
24,24,1,0,0.9693333333333334,1.0,1,0.041666666666666664,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
25,25,1,0,0.968,1.0,1,0.04,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
26,26,1,0,0.9666666666666667,1.0,1,0.038461538461538464,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
27,27,1,0,0.9653333333333334,1.0,1,0.037037037037037035,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
28,28,1,0,0.964,1.0,1,0.03571428571428571,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
29,29,1,0,0.9626666666666667,1.0,1,0.034482758620689655,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
30,30,2,0,0.9613333333333334,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
31,31,2,0,0.96,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
32,32,2,0,0.9586666666666667,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
33,33,2,0,0.9573333333333334,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
34,34,2,0,0.956,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
35,35,2,0,0.9546666666666667,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
36,36,2,0,0.9533333333333334,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
37,37,2,0,0.952,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
38,38,2,0,0.9506666666666667,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
39,39,2,0,0.9493333333333334,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
40,40,2,0,0.948,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
41,41,2,0,0.9466666666666667,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
42,42,2,0,0.9453333333333334,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
43,43,2,0,0.944,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
44,44,2,0,0.9426666666666667,0.0,0,0.0,0.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
45,45,3,0,0.9413333333333334,1.0,1,0.022222222222222223,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
46,46,3,0,0.94,1.0,1,0.021739130434782608,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
47,47,3,0,0.9386666666666666,1.0,1,0.02127659574468085,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
48,48,3,0,0.9373333333333334,1.0,1,0.020833333333333332,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
49,49,3,0,0.9359999999999999,1.0,1,0.02040816326530612,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
50,50,3,0,0.9346666666666666,1.0,1,0.02,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
51,51,3,0,0.9333333333333333,1.0,1,0.0196078431372549,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
52,52,3,0,0.9319999999999999,1.0,1,0.019230769230769232,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
53,53,3,0,0.9306666666666666,1.0,1,0.018867924528301886,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
54,54,3,0,0.9293333333333333,1.0,1,0.018518518518518517,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
55,55,3,0,0.928,1.01,1,0.018363636363636363,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
56,56,3,0,0.9266666666666666,1.0099,1,0.018033928571428572,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
57,57,3,0,0.9253333333333333,1.0199,1,0.017892982456140353,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
58,58,3,0,0.924,1.0199,1,0.01758448275862069,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
59,59,3,0,0.9226666666666666,1.0199,1,0.017286440677966104,0.3333333333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
60,60,4,0,0.9213333333333333,2.019899,2,0.033664983333333336,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
61,61,4,0,0.92,2.0199000000000003,2,0.033113114754098366,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
62,62,4,0,0.9186666666666666,2.0199000000000003,2,0.03257903225806452,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
63,63,4,0,0.9173333333333333,2.0199000000000003,2,0.032061904761904764,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
