update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
3,3,1,0,0.9986666666666667,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
4,4,1,0,0.998,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
5,5,1,0,0.9973333333333333,1.0,1,1.0,1.0,1.0,1,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
6,6,2,0,0.9966666666666667,2.0,2,1.0,1.0,2.0,2,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
7,7,2,0,0.996,2.0,2,1.0,1.0,2.0,2,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
8,8,2,0,0.9953333333333333,2.0,2,1.0,1.0,2.0,2,1.0,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
9,9,3,0,0.9946666666666667,2.99999999,3,0.9999999966666667,1.0,2.99999999,3,0.999999996667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
10,10,3,0,0.994,2.99999999,3,0.9999999966666667,1.0,2.99999999,3,0.999999996667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
11,11,3,0,0.9933333333333333,2.99999999,3,0.9999999966666667,1.0,2.99999999,3,0.999999996667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
12,12,4,0,0.9926666666666667,2.99999999,3,0.7499999975,0.75,2.99999999,3,0.7499999975,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
13,13,4,0,0.992,2.99999999,3,0.7499999975,0.75,2.99999999,3,0.7499999975,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
14,14,4,0,0.9913333333333333,2.99999999,3,0.7499999975,0.75,2.99999999,3,0.7499999975,0.75
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
15,15,5,0,0.9906666666666667,3.99999999,4,0.799999998,0.8,3.99999999,4,0.799999998,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
16,16,5,0,0.99,3.99999999,4,0.799999998,0.8,3.99999999,4,0.799999998,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
17,17,5,0,0.9893333333333333,3.99999999,4,0.799999998,0.8,3.99999999,4,0.799999998,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
18,18,6,0,0.9886666666666667,4.99999999000098,5,0.83333333166683,0.8333333333333334,4.99999999,5,0.833333331667,0.833333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
19,19,6,0,0.988,4.99999999000098,5,0.83333333166683,0.8333333333333334,4.99999999,5,0.833333331667,0.833333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
20,20,6,0,0.9873333333333333,4.99999999000098,5,0.83333333166683,0.8333333333333334,4.99999999,5,0.833333331667,0.833333333333
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
21,21,7,0,0.9866666666666667,5.99999999000098,6,0.8571428557144257,0.8571428571428571,5.99999999,6,0.857142855714,0.857142857143
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
22,22,7,0,0.986,5.99999999000098,6,0.8571428557144257,0.8571428571428571,5.99999999,6,0.857142855714,0.857142857143
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
23,23,7,0,0.9853333333333333,5.99999999000098,6,0.8571428557144257,0.8571428571428571,5.99999999,6,0.857142855714,0.857142857143
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
24,24,8,0,0.9846666666666667,6.999999990000981,7,0.8749999987501226,0.875,6.99999999,7,0.87499999875,0.875
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
25,25,8,0,0.984,6.999999990000981,7,0.8749999987501226,0.875,6.99999999,7,0.87499999875,0.875
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
26,26,8,0,0.9833333333333333,6.999999990000981,7,0.8749999987501226,0.875,6.99999999,7,0.87499999875,0.875
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
27,27,9,0,0.9826666666666667,6.999999990000981,7,0.7777777766667756,0.7777777777777778,6.99999999,7,0.777777776667,0.777777777778
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
28,28,9,0,0.982,6.999999990000981,7,0.7777777766667756,0.7777777777777778,6.99999999,7,0.777777776667,0.777777777778
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
29,29,9,0,0.9813333333333333,6.999999990000981,7,0.7777777766667756,0.7777777777777778,6.99999999,7,0.777777776667,0.777777777778
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
30,30,10,0,0.9806666666666667,8.00000098000098,8,0.800000098000098,0.8,8.00000098,8,0.800000098,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
31,31,10,0,0.98,8.00000098000098,8,0.800000098000098,0.8,8.00000098,8,0.800000098,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
32,32,10,0,0.9793333333333334,8.00000098000098,8,0.800000098000098,0.8,8.00000098,8,0.800000098,0.8
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
33,33,11,0,0.9786666666666667,8.00000098000098,8,0.7272728163637254,0.7272727272727273,8.00000098,8,0.727272816364,0.727272727273
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
34,34,11,0,0.978,8.00000098000098,8,0.7272728163637254,0.7272727272727273,8.00000098,8,0.727272816364,0.727272727273
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
35,35,11,0,0.9773333333333334,8.00000098000098,8,0.7272728163637254,0.7272727272727273,8.00000098,8,0.727272816364,0.727272727273
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
36,36,12,0,0.9766666666666667,8.00000196999999,8,0.6666668308333326,0.6666666666666666,8.00000197,8,0.666666830833,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
37,37,12,0,0.976,8.00000196999999,8,0.6666668308333326,0.6666666666666666,8.00000197,8,0.666666830833,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
38,38,12,0,0.9753333333333334,8.00000196999999,8,0.6666668308333326,0.6666666666666666,8.00000197,8,0.666666830833,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
39,39,13,0,0.9746666666666667,8.000002959999991,8,0.6153848430769224,0.6153846153846154,8.00000296,8,0.615384843077,0.615384615385
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
40,40,13,0,0.974,8.000002959999991,8,0.6153848430769224,0.6153846153846154,8.00000296,8,0.615384843077,0.615384615385
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
41,41,13,0,0.9733333333333334,8.000002959999991,8,0.6153848430769224,0.6153846153846154,8.00000296,8,0.615384843077,0.615384615385
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
42,42,14,0,0.9726666666666667,9.000004939999002,9,0.6428574957142145,0.6428571428571429,9.00000494,9,0.642857495714,0.642857142857
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
43,43,14,0,0.972,9.000004939999002,9,0.6428574957142145,0.6428571428571429,9.00000494,9,0.642857495714,0.642857142857
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
44,44,14,0,0.9713333333333334,9.000004939999002,9,0.6428574957142145,0.6428571428571429,9.00000494,9,0.642857495714,0.642857142857
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
45,45,15,0,0.9706666666666667,10.000004940000963,10,0.6666669960000642,0.6666666666666666,10.00000494,10,0.666666996,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
46,46,15,0,0.97,10.000004940000963,10,0.6666669960000642,0.6666666666666666,10.00000494,10,0.666666996,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
47,47,15,0,0.9693333333333334,10.000004940000963,10,0.6666669960000642,0.6666666666666666,10.00000494,10,0.666666996,0.666666666667
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
48,48,16,0,0.9686666666666667,11.00000494000096,11,0.68750030875006,0.6875,11.00000494,11,0.68750030875,0.6875
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
49,49,16,0,0.968,11.00000494000096,11,0.68750030875006,0.6875,11.00000494,11,0.68750030875,0.6875
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
50,50,16,0,0.9673333333333334,11.00000494000096,11,0.68750030875006,0.6875,11.00000494,11,0.68750030875,0.6875
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
51,51,17,0,0.9666666666666667,11.00000494000096,11,0.6470591141177034,0.6470588235294118,11.00000494,11,0.647059114118,0.647058823529
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
52,52,17,0,0.966,11.00000494000096,11,0.6470591141177034,0.6470588235294118,11.00000494,11,0.647059114118,0.647058823529
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
53,53,17,0,0.9653333333333334,11.00000494000096,11,0.6470591141177034,0.6470588235294118,11.00000494,11,0.647059114118,0.647058823529
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
54,54,18,0,0.9646666666666667,11.00000494000096,11,0.6111113855556088,0.6111111111111112,11.00000494,11,0.611111385556,0.611111111111
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
55,55,18,0,0.964,11.00000494000096,11,0.6111113855556088,0.6111111111111112,11.00000494,11,0.611111385556,0.611111111111
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
56,56,18,0,0.9633333333333334,11.00000494000096,11,0.6111113855556088,0.6111111111111112,11.00000494,11,0.611111385556,0.611111111111
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
57,57,19,0,0.9626666666666667,11.00000494000096,11,0.5789476284211031,0.5789473684210527,11.00000494,11,0.578947628421,0.578947368421
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
58,58,19,0,0.962,11.00000494000096,11,0.5789476284211031,0.5789473684210527,11.00000494,11,0.578947628421,0.578947368421
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
59,59,19,0,0.9613333333333334,11.00000494000096,11,0.5789476284211031,0.5789473684210527,11.00000494,11,0.578947628421,0.578947368421
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
60,60,20,0,0.9606666666666667,12.00000394000096,12,0.600000197000048,0.6,12.00000394,12,0.600000197,0.6
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
61,61,20,0,0.96,12.00000394000096,12,0.600000197000048,0.6,12.00000394,12,0.600000197,0.6
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
62,62,20,0,0.9593333333333334,12.00000394000096,12,0.600000197000048,0.6,12.00000394,12,0.600000197,0.6
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
63,63,21,0,0.9586666666666667,12.00000394000096,12,0.5714287590476648,0.5714285714285714,12.00000394,12,0.571428759048,0.571428571429
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
64,64,21,0,0.958,12.00000394000096,12,0.5714287590476648,0.5714285714285714,12.00000394,12,0.571428759048,0.571428571429
