update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
15,15,1,0,0.9976666666666667,1.0,1,0.06666666666666667,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
16,16,1,0,0.9975,1.0,1,0.0625,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
17,17,1,0,0.9973333333333333,1.0,1,0.058823529411764705,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
18,18,1,0,0.9971666666666666,1.0,1,0.05555555555555555,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
19,19,1,0,0.997,1.0,1,0.05263157894736842,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
20,20,1,0,0.9968333333333333,1.0,1,0.05,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
21,21,1,0,0.9966666666666667,1.0,1,0.047619047619047616,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
22,22,1,0,0.9965,1.0,1,0.045454545454545456,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
23,23,1,0,0.9963333333333333,1.0,1,0.043478260869565216,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
24,24,1,0,0.9961666666666666,1.0,1,0.041666666666666664,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
25,25,1,0,0.996,1.0,1,0.04,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
26,26,1,0,0.9958333333333333,1.0,1,0.038461538461538464,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
27,27,1,0,0.9956666666666667,1.0,1,0.037037037037037035,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
28,28,1,0,0.9955,1.0,1,0.03571428571428571,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
29,29,1,0,0.9953333333333333,1.0,1,0.034482758620689655,1.0
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
30,30,2,0,0.9951666666666666,1.0,1,0.03333333333333333,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
31,31,2,0,0.995,1.0,1,0.03225806451612903,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
32,32,2,0,0.9948333333333333,1.0,1,0.03125,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
33,33,2,0,0.9946666666666667,1.0,1,0.030303030303030304,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
34,34,2,0,0.9945,1.0,1,0.029411764705882353,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
35,35,2,0,0.9943333333333333,1.0,1,0.02857142857142857,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
36,36,2,0,0.9941666666666666,1.0,1,0.027777777777777776,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
37,37,2,0,0.994,1.0,1,0.02702702702702703,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
38,38,2,0,0.9938333333333333,1.0,1,0.02631578947368421,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
39,39,2,0,0.9936666666666667,1.0,1,0.02564102564102564,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
40,40,2,0,0.9935,1.0,1,0.025,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
41,41,2,0,0.9933333333333333,1.0,1,0.024390243902439025,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
42,42,2,0,0.9931666666666666,1.0,1,0.023809523809523808,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
43,43,2,0,0.993,1.0,1,0.023255813953488372,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
44,44,2,0,0.9928333333333333,1.0,1,0.022727272727272728,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
45,45,3,0,0.9926666666666667,2.0,2,0.044444444444444446,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
46,46,3,0,0.9925,2.0,2,0.043478260869565216,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
47,47,3,0,0.9923333333333333,2.0,2,0.0425531914893617,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
48,48,3,0,0.9921666666666666,2.0,2,0.041666666666666664,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
49,49,3,0,0.992,2.0,2,0.04081632653061224,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
50,50,3,0,0.9918333333333333,2.0,2,0.04,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
51,51,3,0,0.9916666666666667,2.0,2,0.0392156862745098,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
52,52,3,0,0.9915,2.0,2,0.038461538461538464,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
53,53,3,0,0.9913333333333333,2.0,2,0.03773584905660377,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
54,54,3,0,0.9911666666666666,2.0,2,0.037037037037037035,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
55,55,3,0,0.991,2.0,2,0.03636363636363636,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
56,56,3,0,0.9908333333333333,2.0,2,0.03571428571428571,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
57,57,3,0,0.9906666666666667,2.0,2,0.03508771929824561,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
58,58,3,0,0.9905,2.0,2,0.034482758620689655,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
59,59,3,0,0.9903333333333333,2.0,2,0.03389830508474576,0.6666666666666666
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
60,60,4,0,0.9901666666666666,2.0,2,0.03333333333333333,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
61,61,4,0,0.99,2.0,2,0.03278688524590164,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
62,62,4,0,0.9898333333333333,2.0,2,0.03225806451612903,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
63,63,4,0,0.9896666666666667,2.0,2,0.031746031746031744,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
64,64,4,0,0.9895,2.0,2,0.03125,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
65,65,4,0,0.9893333333333333,2.0,2,0.03076923076923077,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
66,66,4,0,0.9891666666666666,2.0,2,0.030303030303030304,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
67,67,4,0,0.989,2.0,2,0.029850746268656716,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
68,68,4,0,0.9888333333333333,2.0,2,0.029411764705882353,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
69,69,4,0,0.9886666666666667,2.0,2,0.028985507246376812,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
70,70,4,0,0.9885,2.0,2,0.02857142857142857,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
71,71,4,0,0.9883333333333333,2.0,2,0.028169014084507043,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
72,72,4,0,0.9881666666666666,2.0,2,0.027777777777777776,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
73,73,4,0,0.988,2.0,2,0.0273972602739726,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
74,74,4,0,0.9878333333333333,2.0,2,0.02702702702702703,0.5
update,frames,Games,duration,eps,Loss,Returns,Avg Loss,Avg Returns
