12,12,3,0,0.9926666666666667,0.09989,1.0,1,0.3333333333333333,0.3333333333333333,1.0,1,0.333333333333,0.333333333333
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
12,12,4,0,0.992,0.09988000000000001,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
13,13,4,0,0.992,0.09988000000000001,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
14,14,4,0,0.9913333333333333,0.09987,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
15,15,4,0,0.9906666666666667,0.09986,2.0,2,0.5,0.5,2.0,2,0.5,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
15,15,5,0,0.99,0.09985000000000001,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
16,16,5,0,0.99,0.09985000000000001,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
17,17,5,0,0.9893333333333333,0.09984000000000001,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
18,18,5,0,0.9886666666666667,0.09983,2.0,2,0.4,0.4,2.0,2,0.4,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
18,18,6,0,0.988,0.09982,2.8100410048,3,0.4683401674666667,0.5,2.8100410048,3,0.468340167467,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
19,19,6,0,0.988,0.09982,2.8100410048,3,0.4683401674666667,0.5,2.8100410048,3,0.468340167467,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
20,20,6,0,0.9873333333333333,0.09981000000000001,2.8100410048,3,0.4683401674666667,0.5,2.8100410048,3,0.468340167467,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
21,21,6,0,0.9866666666666667,0.0998,2.8100410048,3,0.4683401674666667,0.5,2.8100410048,3,0.468340167467,0.5
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
21,21,7,0,0.986,0.09979,2.629214711100864,3,0.37560210158583773,0.42857142857142855,2.6292147111,3,0.375602101586,0.428571428571
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
22,22,7,0,0.986,0.09979,2.629214711100864,3,0.37560210158583773,0.42857142857142855,2.6292147111,3,0.375602101586,0.428571428571
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
23,23,7,0,0.9853333333333333,0.09978000000000001,2.629214711100864,3,0.37560210158583773,0.42857142857142855,2.6292147111,3,0.375602101586,0.428571428571
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
24,24,7,0,0.9846666666666667,0.09977000000000001,2.629214711100864,3,0.37560210158583773,0.42857142857142855,2.6292147111,3,0.375602101586,0.428571428571
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
24,24,8,0,0.984,0.09976,2.6292147111008637,3,0.32865183888760796,0.375,2.6292147111,3,0.328651838888,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
25,25,8,0,0.984,0.09976,2.6292147111008637,3,0.32865183888760796,0.375,2.6292147111,3,0.328651838888,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
26,26,8,0,0.9833333333333333,0.09975,2.6292147111008637,3,0.32865183888760796,0.375,2.6292147111,3,0.328651838888,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
27,27,8,0,0.9826666666666667,0.09974000000000001,2.6292147111008637,3,0.32865183888760796,0.375,2.6292147111,3,0.328651838888,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
27,27,9,0,0.982,0.09973,3.6129776034736922,4,0.4014419559415214,0.4444444444444444,3.61297760347,4,0.401441955942,0.444444444444
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
28,28,9,0,0.982,0.09973,3.6129776034736922,4,0.4014419559415214,0.4444444444444444,3.61297760347,4,0.401441955942,0.444444444444
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
29,29,9,0,0.9813333333333333,0.09972,3.6129776034736922,4,0.4014419559415214,0.4444444444444444,3.61297760347,4,0.401441955942,0.444444444444
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
30,30,9,0,0.9806666666666667,0.09971000000000001,3.6129776034736922,4,0.4014419559415214,0.4444444444444444,3.61297760347,4,0.401441955942,0.444444444444
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
30,30,10,0,0.98,0.09970000000000001,3.6129776034736922,4,0.3612977603473692,0.4,3.61297760347,4,0.361297760347,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
31,31,10,0,0.98,0.09970000000000001,3.6129776034736922,4,0.3612977603473692,0.4,3.61297760347,4,0.361297760347,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
32,32,10,0,0.9793333333333334,0.09969,3.6129776034736922,4,0.3612977603473692,0.4,3.61297760347,4,0.361297760347,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
33,33,10,0,0.9786666666666667,0.09968,3.6129776034736922,4,0.3612977603473692,0.4,3.61297760347,4,0.361297760347,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
33,33,11,0,0.978,0.09967000000000001,3.580782680508062,4,0.32552569822800564,0.36363636363636365,3.58078268051,4,0.325525698228,0.363636363636
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
34,34,11,0,0.978,0.09967000000000001,3.580782680508062,4,0.32552569822800564,0.36363636363636365,3.58078268051,4,0.325525698228,0.363636363636
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
35,35,11,0,0.9773333333333334,0.09966,3.580782680508062,4,0.32552569822800564,0.36363636363636365,3.58078268051,4,0.325525698228,0.363636363636
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
36,36,11,0,0.9766666666666667,0.09965,3.580782680508062,4,0.32552569822800564,0.36363636363636365,3.58078268051,4,0.325525698228,0.363636363636
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
36,36,12,0,0.976,0.09964,3.570839599508062,4,0.29756996662567187,0.3333333333333333,3.57083959951,4,0.297569966626,0.333333333333
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
37,37,12,0,0.976,0.09964,3.570839599508062,4,0.29756996662567187,0.3333333333333333,3.57083959951,4,0.297569966626,0.333333333333
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
38,38,12,0,0.9753333333333334,0.09963000000000001,3.570839599508062,4,0.29756996662567187,0.3333333333333333,3.57083959951,4,0.297569966626,0.333333333333
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
39,39,12,0,0.9746666666666667,0.09962,3.570839599508062,4,0.29756996662567187,0.3333333333333333,3.57083959951,4,0.297569966626,0.333333333333
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
39,39,13,0,0.974,0.09961,4.661617545391332,5,0.3585859650301024,0.38461538461538464,4.66161754539,5,0.35858596503,0.384615384615
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
40,40,13,0,0.974,0.09961,4.661617545391332,5,0.3585859650301024,0.38461538461538464,4.66161754539,5,0.35858596503,0.384615384615
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
41,41,13,0,0.9733333333333334,0.09960000000000001,4.661617545391332,5,0.3585859650301024,0.38461538461538464,4.66161754539,5,0.35858596503,0.384615384615
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
42,42,13,0,0.9726666666666667,0.09959000000000001,4.661617545391332,5,0.3585859650301024,0.38461538461538464,4.66161754539,5,0.35858596503,0.384615384615
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
42,42,14,0,0.972,0.09958,4.640266562288578,5,0.3314476115920413,0.35714285714285715,4.64026656229,5,0.331447611592,0.357142857143
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
43,43,14,0,0.972,0.09958,4.640266562288578,5,0.3314476115920413,0.35714285714285715,4.64026656229,5,0.331447611592,0.357142857143
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
44,44,14,0,0.9713333333333334,0.09957,4.640266562288578,5,0.3314476115920413,0.35714285714285715,4.64026656229,5,0.331447611592,0.357142857143
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
45,45,14,0,0.9706666666666667,0.09956000000000001,4.640266562288578,5,0.3314476115920413,0.35714285714285715,4.64026656229,5,0.331447611592,0.357142857143
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
45,45,15,0,0.97,0.09955,5.640266562288578,6,0.37601777081923854,0.4,5.64026656229,6,0.376017770819,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
46,46,15,0,0.97,0.09955,5.640266562288578,6,0.37601777081923854,0.4,5.64026656229,6,0.376017770819,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
47,47,15,0,0.9693333333333334,0.09954,5.640266562288578,6,0.37601777081923854,0.4,5.64026656229,6,0.376017770819,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
48,48,15,0,0.9686666666666667,0.09953000000000001,5.640266562288578,6,0.37601777081923854,0.4,5.64026656229,6,0.376017770819,0.4
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
48,48,16,0,0.968,0.09952000000000001,5.640266562288579,6,0.3525166601430362,0.375,5.64026656229,6,0.352516660143,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
49,49,16,0,0.968,0.09952000000000001,5.640266562288579,6,0.3525166601430362,0.375,5.64026656229,6,0.352516660143,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
50,50,16,0,0.9673333333333334,0.09951,5.640266562288579,6,0.3525166601430362,0.375,5.64026656229,6,0.352516660143,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
51,51,16,0,0.9666666666666667,0.0995,5.640266562288579,6,0.3525166601430362,0.375,5.64026656229,6,0.352516660143,0.375
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
51,51,17,0,0.966,0.09949000000000001,6.640266562288579,7,0.39060391542873996,0.4117647058823529,6.64026656229,7,0.390603915429,0.411764705882
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
52,52,17,0,0.966,0.09949000000000001,6.640266562288579,7,0.39060391542873996,0.4117647058823529,6.64026656229,7,0.390603915429,0.411764705882
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
53,53,17,0,0.9653333333333334,0.09948,6.640266562288579,7,0.39060391542873996,0.4117647058823529,6.64026656229,7,0.390603915429,0.411764705882
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
54,54,17,0,0.9646666666666667,0.09947,6.640266562288579,7,0.39060391542873996,0.4117647058823529,6.64026656229,7,0.390603915429,0.411764705882
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
54,54,18,0,0.964,0.09946,6.640266562288579,7,0.36890369790492106,0.3888888888888889,6.64026656229,7,0.368903697905,0.388888888889
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
55,55,18,0,0.964,0.09946,6.640266562288579,7,0.36890369790492106,0.3888888888888889,6.64026656229,7,0.368903697905,0.388888888889
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
56,56,18,0,0.9633333333333334,0.09945000000000001,6.640266562288579,7,0.36890369790492106,0.3888888888888889,6.64026656229,7,0.368903697905,0.388888888889
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
57,57,18,0,0.9626666666666667,0.09944,6.640266562288579,7,0.36890369790492106,0.3888888888888889,6.64026656229,7,0.368903697905,0.388888888889
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
57,57,19,0,0.962,0.09943,6.640266562288579,7,0.34948771380466204,0.3684210526315789,6.64026656229,7,0.349487713805,0.368421052632
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
58,58,19,0,0.962,0.09943,6.640266562288579,7,0.34948771380466204,0.3684210526315789,6.64026656229,7,0.349487713805,0.368421052632
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
59,59,19,0,0.9613333333333334,0.09942000000000001,6.640266562288579,7,0.34948771380466204,0.3684210526315789,6.64026656229,7,0.349487713805,0.368421052632
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
60,60,19,0,0.9606666666666667,0.09941000000000001,6.640266562288579,7,0.34948771380466204,0.3684210526315789,6.64026656229,7,0.349487713805,0.368421052632
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
60,60,20,0,0.96,0.0994,6.640266562288579,7,0.33201332811442896,0.35,6.64026656229,7,0.332013328114,0.35
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
61,61,20,0,0.96,0.0994,6.640266562288579,7,0.33201332811442896,0.35,6.64026656229,7,0.332013328114,0.35
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
62,62,20,0,0.9593333333333334,0.09939,6.640266562288579,7,0.33201332811442896,0.35,6.64026656229,7,0.332013328114,0.35
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
63,63,20,0,0.9586666666666667,0.09938000000000001,6.640266562288579,7,0.33201332811442896,0.35,6.64026656229,7,0.332013328114,0.35
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
63,63,21,0,0.958,0.09937,7.600552610250314,8,0.36193107667858637,0.38095238095238093,7.60055261025,8,0.361931076679,0.380952380952
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
64,64,21,0,0.958,0.09937,7.600552610250314,8,0.36193107667858637,0.38095238095238093,7.60055261025,8,0.361931076679,0.380952380952
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
65,65,21,0,0.9573333333333334,0.09936,7.600552610250314,8,0.36193107667858637,0.38095238095238093,7.60055261025,8,0.361931076679,0.380952380952
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
66,66,21,0,0.9566666666666667,0.09935000000000001,7.600552610250314,8,0.36193107667858637,0.38095238095238093,7.60055261025,8,0.361931076679,0.380952380952
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
66,66,22,0,0.956,0.09934000000000001,8.465400694052441,9,0.3847909406387473,0.4090909090909091,8.46540069405,9,0.384790940639,0.409090909091
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
67,67,22,0,0.956,0.09934000000000001,8.465400694052441,9,0.3847909406387473,0.4090909090909091,8.46540069405,9,0.384790940639,0.409090909091
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
68,68,22,0,0.9553333333333334,0.09933,8.465400694052441,9,0.3847909406387473,0.4090909090909091,8.46540069405,9,0.384790940639,0.409090909091
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
69,69,22,0,0.9546666666666667,0.09932,8.465400694052441,9,0.3847909406387473,0.4090909090909091,8.46540069405,9,0.384790940639,0.409090909091
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
69,69,23,0,0.954,0.09931000000000001,8.430981457333834,9,0.3665644111884276,0.391304347826087,8.43098145733,9,0.366564411188,0.391304347826
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
70,70,23,0,0.954,0.09931000000000001,8.430981457333834,9,0.3665644111884276,0.391304347826087,8.43098145733,9,0.366564411188,0.391304347826
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
71,71,23,0,0.9533333333333334,0.0993,8.430981457333834,9,0.3665644111884276,0.391304347826087,8.43098145733,9,0.366564411188,0.391304347826
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
72,72,23,0,0.9526666666666667,0.09929,8.430981457333834,9,0.3665644111884276,0.391304347826087,8.43098145733,9,0.366564411188,0.391304347826
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
72,72,24,0,0.952,0.09928000000000001,9.499320739206118,10,0.3958050308002549,0.4166666666666667,9.49932073921,10,0.3958050308,0.416666666667
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
73,73,24,0,0.952,0.09928000000000001,9.499320739206118,10,0.3958050308002549,0.4166666666666667,9.49932073921,10,0.3958050308,0.416666666667
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
74,74,24,0,0.9513333333333334,0.09927000000000001,9.499320739206118,10,0.3958050308002549,0.4166666666666667,9.49932073921,10,0.3958050308,0.416666666667
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
75,75,24,0,0.9506666666666667,0.09926,9.499320739206118,10,0.3958050308002549,0.4166666666666667,9.49932073921,10,0.3958050308,0.416666666667
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
75,75,25,0,0.95,0.09925,10.499320739206118,11,0.4199728295682447,0.44,10.4993207392,11,0.419972829568,0.44
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
76,76,25,0,0.95,0.09925,10.499320739206118,11,0.4199728295682447,0.44,10.4993207392,11,0.419972829568,0.44
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
77,77,25,0,0.9493333333333334,0.09924000000000001,10.499320739206118,11,0.4199728295682447,0.44,10.4993207392,11,0.419972829568,0.44
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
78,78,25,0,0.9486666666666667,0.09923,10.499320739206118,11,0.4199728295682447,0.44,10.4993207392,11,0.419972829568,0.44
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
78,78,26,0,0.948,0.09922,10.499320739206118,11,0.4038200284310045,0.4230769230769231,10.4993207392,11,0.403820028431,0.423076923077
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
79,79,26,0,0.948,0.09922,10.499320739206118,11,0.4038200284310045,0.4230769230769231,10.4993207392,11,0.403820028431,0.423076923077
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
80,80,26,0,0.9473333333333334,0.09921,10.499320739206118,11,0.4038200284310045,0.4230769230769231,10.4993207392,11,0.403820028431,0.423076923077
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
81,81,26,0,0.9466666666666667,0.09920000000000001,10.499320739206118,11,0.4038200284310045,0.4230769230769231,10.4993207392,11,0.403820028431,0.423076923077
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
81,81,27,0,0.946,0.09919,10.499320739206118,11,0.3888637310817081,0.4074074074074074,10.4993207392,11,0.388863731082,0.407407407407
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
82,82,27,0,0.946,0.09919,10.499320739206118,11,0.3888637310817081,0.4074074074074074,10.4993207392,11,0.388863731082,0.407407407407
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
83,83,27,0,0.9453333333333334,0.09918,10.499320739206118,11,0.3888637310817081,0.4074074074074074,10.4993207392,11,0.388863731082,0.407407407407
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
84,84,27,0,0.9446666666666667,0.09917000000000001,10.499320739206118,11,0.3888637310817081,0.4074074074074074,10.4993207392,11,0.388863731082,0.407407407407
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
84,84,28,0,0.944,0.09916000000000001,11.499320739206118,12,0.4106900264002185,0.42857142857142855,11.4993207392,12,0.4106900264,0.428571428571
update,frames,Games,duration,eps,lr,Loss,Returns,Avg Loss,Avg Returns,Loss,Returns,Avg Loss,Avg Returns
